;location;database;code;name;reference product;unit;waste_composting_solid;waste_digestion_liquid;waste_digestion_solid;waste_hazardous_liquid;waste_hazardous_solid;waste_incineration_liquid;waste_incineration_solid;waste_landfill_liquid;waste_landfill_solid;waste_non_hazardous_liquid;waste_non_hazardous_solid;waste_open_burning_solid;waste_recycling_solid;waste_total_liquid;waste_total_solid;Antimony (demand);Bauxite (demand);Borates (demand);Cement (demand);Cobalt (demand);Coke (demand);Copper (demand);Electricity (demand);Fluorspar (demand);Gallium (demand);Gold (demand);Graphite (demand);Helium (demand);Indium (demand);Latex (demand);Lithium (demand);Magnesium (demand);Natural gas (demand);Nickel (demand);Palladium (demand);Petroleum (demand);Phosphate rock (demand);Platinum (demand);Rare earth (demand);Rhodium (demand);Sand (demand);Scandium (demand);Silicon (demand);Silver (demand);Strontium (demand);Tantalum (demand);Tungsten (demand);Vegetable oil (demand);Water (demand);Zinc (demand);parameters full;log parameters;amount;worksheet name;source
5fc25239fd62bb3d612397528a9f74a8;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;5fc25239fd62bb3d612397528a9f74a8;market for brick production facility;brick production facility;unit;-1117.3593487394237;-21.30089406992709;106.04154545859353;0.1494756116231998;-244674.44983402753;0.0023820191333137264;426527.9183068748;0.0002646687761576133;14150266.904397532;0.0;0.0;3890.2966198350277;9303262.394006455;182021.54697762817;78564504.84915131;2.37128663662211;208152.75740698254;28.427379953679186;534105.9264587027;11.48449051536627;30195981.62232034;76033.12516305447;0.0;753.4820116861633;0.0010396373877224053;0.0232861418286772;112.45651900007503;0.12733278142209212;1.9231689883940124e-06;8.061326392732726;10.345417895266941;22.963701622304814;0.0;444.3635650680014;0.001024100335488779;661499.5386675942;4605.606661893831;0.1264192753722408;4.226990432988203;7.68143703512378e-07;3690412.0676931418;0.0;829.5042277430707;20.22868833008447;15.829121291636998;0.430034483653453;0.0;24.13020731000915;5025.923362632635;44038.63933054935;;;;;
840b860a0fb54e43a4d5f0ea9ff7b738;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;840b860a0fb54e43a4d5f0ea9ff7b738;market for methyl tert-butyl ether;methyl tert-butyl ether;kilogram;-0.00011103465927268086;-2.454018236383048e-07;7.63202055915792e-07;4.370063871281325e-09;-0.0005702890225455941;6.999312156459883e-11;0.0028103095612782352;7.777013024317119e-12;0.16439967432669844;0.0;0.0;0.0004660952793501391;0.01955224754362399;0.0007914063592230571;0.5290359631961862;1.1547381926092813e-07;0.004054864219897533;1.7521560517743519e-06;0.00438543346140741;4.378896864671903e-08;0.10517943482427224;0.0013628254521764953;0.0;0.00011170918674584144;2.8301646846714805e-11;3.3386470642960075e-08;3.0341921118963493e-06;1.6616817482323752e-07;9.816551947627081e-14;1.3834875634147898e-07;5.333742350976335e-07;9.864421957689563e-07;0.0;9.138667146897752e-06;1.3131646823490918e-09;0.022430018726364454;0.00017702041630078032;6.441270663994818e-09;2.0256168277619505e-07;7.483501628151248e-15;0.046269002651295146;0.0;1.7816043214671306e-05;1.1093128967036175e-06;7.776302695201144e-08;4.6019979817626434e-07;0.0;1.3433897003731795e-06;7.956410223225502e-05;0.00016555429098148852;;;;;
ca10b728fae21a8398f056fe312dcd95;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;ca10b728fae21a8398f056fe312dcd95;market for used refrigerant R134a;used refrigerant R134a;kilogram;2.9171320897457253e-05;3.8582779456797625e-07;-3.701412427527874e-07;-3.967942491296515e-09;-0.0033972403166046016;-6.178295423330066e-11;-0.004472724315333029;-6.864772266367794e-12;-0.2120549039973329;0.0;0.0;-4.498836052716199e-05;-0.006908123599427251;-0.0007173273317614618;-0.4709889364081648;-1.0889729639782127e-07;-0.0015808428887796038;-5.979985590850021e-07;-0.03673609988503056;-6.381243060008225e-08;-0.034857053836758765;-0.00019336640029426298;0.0;-3.252761676182109e-05;-2.7497096329391388e-11;-2.549443468066449e-09;-2.1624683727575017e-06;-1.2310024658865167e-08;-9.104664029253979e-14;-6.023479873783108e-08;-5.051272869400681e-07;-9.123731868607121e-07;0.0;-5.028934512709819e-07;-1.0102134387004666e-10;-0.05216569054017713;-8.408019939250776e-05;-6.624790892376515e-09;-2.207022276218689e-07;-8.237301048949389e-15;-0.006619870009123463;0.0;-9.835183669212683e-06;-9.786192253830878e-07;-1.556528074343054e-08;-3.8274464553848174e-08;0.0;-2.5700408140428826e-07;-5.9107923570974664e-05;-1.4439940304158665e-05;;;;;
b41b198d5e856831ad55848d43ece1ca;RoW;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;b41b198d5e856831ad55848d43ece1ca;market for concrete, 45MPa;concrete, 45MPa;cubic meter;-0.0269460433347029;-0.00031646042052357816;0.0009511573229599624;2.3885378318466113e-06;-0.24835099645621941;3.827145505651315e-08;0.3671530683634419;4.252383631145397e-09;134.71923219006024;0.0;0.0;0.052563060719980216;5.07750372196124;0.36768147941768375;300.71537697073427;6.682750672416499e-05;2.8663846239393096;0.0005870347050500086;0.5433078684493985;2.761368383358536e-05;29.58990095088248;0.1998955322951701;0.0;0.010508861272731464;1.7666987153814497e-08;4.77027694551467e-07;0.001291409880828382;2.2478224738111124e-06;6.357971158057374e-11;8.627682991774523e-05;0.00030934206649860203;0.000568589702874636;0.0;0.000704826230299743;2.074142884050986e-08;24.89941906360584;0.06352022967605517;3.773764391438906e-06;0.0001284390354502554;3.5432598627315386e-11;761.237201999405;0.0;0.007300862156588804;0.0005965460500137476;1.9801769788964762e-05;9.067319982978624e-06;0.0;0.0003389553408790401;0.12428994842925971;0.014643964429760186;;;;;
be189f1da91969a24c7eae6635fe53e4;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;be189f1da91969a24c7eae6635fe53e4;market for mango, conditioned;mango, conditioned;kilogram;0.031502592247709474;-6.021163712039273e-07;0.02132766891512721;5.876761177515244e-09;-0.0006227395096482285;9.401227073021121e-11;0.04010420276218936;1.044580721035127e-11;0.27155621114755724;0.0;0.0;0.008574440551379882;0.020531517186280282;0.0006997784833731682;0.9745917061088799;1.926056350425654e-07;0.0030524388972267957;2.514717414906569e-06;0.0012808737126186966;8.869841677268725e-06;0.07427768975907234;0.00037748285687371305;0.0;4.0131769368288424e-05;4.0261022547875046e-11;3.6185138136719354e-09;3.968971042009743e-06;1.751150860015323e-08;1.7783823381370418e-13;2.5065200584410015e-07;1.8913656670446097e-06;1.545200907720507e-06;0.0;2.9553619388199502e-06;1.449094148981979e-10;0.03974570477119549;0.018998280396639394;1.0813239658465596e-08;3.42109001275178e-07;1.731975606246051e-14;0.015164863792133594;0.0;1.7434544274963318e-05;1.7218180092098973e-06;9.906682301657965e-08;5.608152408193633e-08;0.0;4.185276636613747e-06;0.00010555572141034367;0.00011676957499977969;;;;;
8caf717318faa637d2fc1d8e3d271d8b;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;8caf717318faa637d2fc1d8e3d271d8b;market for nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX;nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX;kilogram;-0.2669954641468515;-0.005832624256197247;0.0047682177670222686;0.06132297921663903;-1.9758998988893168;0.0015832338173601217;0.6352415124729727;0.00017591485767333697;284.5893332500299;0.0;0.0;0.5345366811521512;36.826508992943715;4.8493125964990735;801.2167133251966;8.035263816841613e-05;10.607316411510006;0.002903212632277202;20.626383371937877;0.0002556787799620824;385.82334216113696;1.3812663601710806;0.0;9.987070346693713;1.1658413822452381e-07;5.991937520461401e-06;0.005822354328164078;3.245674094241668e-05;8.685197949432851e-11;0.00132936016852672;0.00035565627725896767;0.002287825772189301;0.0;0.007432486167640174;2.4050447733092725e-07;159.59629512421978;0.7727893380765163;6.5134786029494465e-06;0.0002588039668601741;8.971629511270688e-11;125.28523260090026;0.0;0.08372550504296164;0.0008201625229060205;0.0005649677393647401;8.679017983927195e-05;0.0;0.002075247750837258;0.18184242876569712;0.05796224654187592;;;;;
c0e3be70441752c40bdb0df64230799f;RoW;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;c0e3be70441752c40bdb0df64230799f;market for waste wood pole, chrome preserved;waste wood pole, chrome preserved;kilogram;2.067406944549065e-06;4.059060918638957e-08;-2.6907611789461815e-08;-1.1165676463525395e-10;3.3489166985771237e-05;-1.7993036316353629e-12;-2.0004261994715145;-1.9992261332443271e-13;-0.030292361386040745;0.0;0.0;-2.2858760537767223e-06;-0.010611532275542688;-7.213599949987014e-05;-3.1146955735365642;-9.525240250281776e-09;-0.00013542143549989333;-3.694561996474762e-08;-0.006201183972316582;-3.192564016042728e-09;-0.013000975450549625;-9.443198260745595e-06;0.0;-3.960747481453986e-06;-7.168355393929423e-13;-5.957411379422763e-11;-1.788719732195597e-07;-2.39037458393134e-10;-8.01350573910739e-15;-4.756566218972269e-09;-4.417884042920635e-08;-6.563389237474556e-08;0.0;-2.4316931830032965e-07;-2.422168688708876e-12;-0.0017092161658270068;-7.561909648255658e-06;-5.280257743046119e-10;-1.6539358277477646e-08;-8.466135963577738e-16;-0.0030416048921109535;0.0;-4.353005215685246e-07;-8.422195599779487e-08;-1.0614426920806587e-09;-1.1092970682987625e-09;0.0;-1.3590926214019067e-08;-7.64603478351691e-06;-5.2433426421056e-07;;;;;
37f6b00dc91986e4d88797bd34d46785;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;37f6b00dc91986e4d88797bd34d46785;market for landed hake, fresh;landed hake, fresh;kilogram;-0.0011032997054426555;-3.736461826269663e-07;1.1938074500082097e-06;4.2105025219235965e-09;-0.005042696274072631;6.887936584749365e-11;-0.00347278689639989;7.653262396766661e-12;0.28642161195351235;0.0;0.0;0.0001757870349795033;0.0048803296634326344;0.0016340659239144377;0.620627576118515;2.182606285096437e-07;0.0031386620282136926;2.9758728698101855e-05;0.0035590429883517144;8.429159757955648e-07;0.21130262603927588;0.0009750456609991997;0.0;0.00011967984655784337;2.960230209753931e-11;1.938324567965839e-09;5.0957994235515376e-06;8.074242865850162e-09;4.925610720546591e-13;2.0594015552904665e-07;1.1176281347936024e-06;1.709531002767941e-06;0.0;3.7994216720203985e-06;1.0661268268812569e-10;0.690819593785008;0.0015517671441908144;2.3466498918507572e-08;1.0103479754393235e-06;3.5995122414023976e-13;0.020927015552801454;0.0;1.5055761901855307e-05;1.9865266727032086e-06;3.5715672457431026e-08;5.0351018535771604e-08;0.0;2.753224254207809e-06;0.00020670780067910249;2.8618172579687506e-05;;;;;
58ab505f1eecf52d29ccc9b5b8b7929a;RoW;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;58ab505f1eecf52d29ccc9b5b8b7929a;market for wastewater from ground granulated blast furnace slag production;wastewater from ground granulated blast furnace slag production;cubic meter;1.2456891522849597e-05;1.3234095100334153e-07;-3.5608050701836027e-07;-2.223035909845975e-09;0.06646983848206563;-3.557955431240255e-11;-0.0043832687121954424;-3.9532835670370185e-12;-0.2174745363411254;0.0;0.0;-0.0022896049679428316;-0.1557058998268666;-1.826419681110843;-1.181833701979268;-2.3160273321429285e-08;-0.0008641842111430987;-2.1764238545481782e-05;-0.036034647525022126;-1.850075526693096e-08;-0.10475460512761607;-0.00011423114638101328;0.0;-1.2190762065434294e-05;-1.6625337081049016e-11;-4.2257988257651064e-10;-6.273381580951824e-07;-2.2638857457272577e-09;-2.5778905583864835e-14;-4.0337384887394056e-08;-1.0858697905283465e-07;-2.8475199699570925e-07;0.0;-6.53430667478222e-07;-1.7313613996499073e-11;-0.006049130672418058;-3.534605381159194e-05;-1.3101642687868178e-09;-4.255209055098269e-08;-5.848673060625846e-15;-0.1251761796913205;0.0;-5.119076462900772e-06;-2.1478924595159704e-07;-5.910979381073397e-09;-6.901989506566863e-09;0.0;-1.9040902078540184e-07;-0.00018908547066045806;-7.306118603496554e-06;;;;;
473f34ef4701ff772d1433665472a930;GLO;ecoinvent_cutoff_3.9_remind_SSP2-NPi_2030;473f34ef4701ff772d1433665472a930;market for lentil;lentil;kilogram;-3.912573725135977e-05;-4.339538425451437e-06;4.949310629398756e-07;2.7083512765402616e-09;-0.0013177295098182678;4.368114100320104e-11;0.0005620644910785894;4.85345981012433e-12;0.13987369038637454;0.0;0.0;0.000411196261712821;0.015659503007154754;0.0006361184489552572;0.37563300998066035;1.1329415036441037e-07;0.002118280228781149;2.4838502743909306e-06;0.0018475118374721069;5.3389885317265716e-08;0.18955813274856467;0.0004406720809396822;0.0;2.933038412419555e-05;1.9033372884841615e-11;2.08846920922048e-09;2.5292915924600686e-06;9.878430844906568e-09;1.0389865754746251e-13;7.938518045143646e-07;1.7114348136742721e-06;8.662272242066357e-07;0.0;1.4859035877162043e-06;8.290252617543237e-11;0.028329459967321786;0.04118356832357018;6.393250534423457e-09;2.0438336130943826e-07;3.9744991864898e-14;0.01138159769461056;0.0;1.0962859657957698e-05;1.0064151462089066e-06;7.337290988435299e-08;3.199351347386408e-08;0.0;1.14926748161184e-06;6.523257041578209e-05;0.000144648889614044;;;;;
