;location;database;code;name;reference product;unit;waste_composting_solid;waste_digestion_liquid;waste_digestion_solid;waste_hazardous_liquid;waste_hazardous_solid;waste_incineration_liquid;waste_incineration_solid;waste_landfill_liquid;waste_landfill_solid;waste_non_hazardous_liquid;waste_non_hazardous_solid;waste_open_burning_solid;waste_recycling_solid;waste_total_liquid;waste_total_solid;Antimony (demand);Bauxite (demand);Borates (demand);Cement (demand);Cobalt (demand);Coke (demand);Copper (demand);Electricity (demand);Fluorspar (demand);Gallium (demand);Gold (demand);Graphite (demand);Helium (demand);Indium (demand);Latex (demand);Lithium (demand);Magnesium (demand);Natural gas (demand);Nickel (demand);Palladium (demand);Petroleum (demand);Phosphate rock (demand);Platinum (demand);Rare earth (demand);Rhodium (demand);Sand (demand);Scandium (demand);Silicon (demand);Silver (demand);Strontium (demand);Tantalum (demand);Tungsten (demand);Vegetable oil (demand);Water (demand);Zinc (demand);parameters full;log parameters;source;worksheet name;amount
c00acfadda185ef372bf9524bb0c6a33;GLO;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;c00acfadda185ef372bf9524bb0c6a33;market for organic potassium fertiliser, as K2O;organic potassium fertiliser, as K2O;kilogram;-19.96672444287095;-6.29520293584049e-06;8.062619043128316e-07;1.4905753410863265e-09;-0.0006127846661230531;2.4927677496651232e-11;0.0013093567730706485;2.769741772104153e-12;0.3265209642677337;0.0;0.0;0.0001840074288676866;0.004326023652561228;0.0007259346657915987;-19.280856376505742;1.248333085926392e-07;0.005955490241449461;4.112635716876664e-06;0.0007485355728956458;2.8233347485175046e-08;0.04874794883612949;0.000426922003014904;0.0;7.23988329306395e-05;5.1626917003163136e-11;8.410928676584397e-09;0.00019483914834742073;2.9972616271770114e-08;1.1214854304920655e-11;1.0478887360810822e-06;3.3518289098618225e-06;3.591760820215784e-06;0.0;3.0660771186975807e-06;7.230074405857229e-10;0.023678974540680405;0.00013824074307599842;4.220704223499487e-08;7.305786454759073e-07;5.6207900483460386e-14;0.009037436740173644;0.0;2.626751394285992e-05;4.426014910591766e-06;4.2558243101926013e-08;4.463382382564487e-07;0.0;2.801825119921301e-06;0.0001528497884505609;2.3652061090875773e-05;;;;;
5921bf55074daa1cc2b5e96f015dbcb9;GLO;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;5921bf55074daa1cc2b5e96f015dbcb9;market for packaging box factory;packaging box factory;unit;-3411.5999653958756;-17.923727508394993;29.129384367062407;0.029091770132828616;-22240.716848394113;0.0004622354919667039;452963.7205319376;5.135949591859428e-05;9445230.127436949;0.0;0.0;6270.996116671468;7436535.707476396;38567.525171756875;59174391.22695699;0.47432398095762;184309.96661136806;56.04108715231642;163065.35884857428;1.4188259821834062;7695232.630531504;6047.424110221393;0.0;496.1464630472607;0.0010945422967806192;0.9757927203822127;555.9478197121176;4.840185943496319;3.6181317470426505e-05;5.191258187947816;9.714964738073864;20.00158760893134;0.0;60.54391317345692;0.039615677407269005;269031.92287862685;1739.8173809221873;0.11481055824034869;2.1870869320019;3.2011458893920955e-07;2881877.6956812814;0.0;736.427669009781;15.298926177333348;12.65434614490417;14.427463368078811;0.0;43.43194566397549;3524.6537134960504;35562.36993049371;;;;;
271347a211c7092160b01f499fa2e8b9;RoW;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;271347a211c7092160b01f499fa2e8b9;market for used exhaust air valve in-wall housing, plastic/steel;used exhaust air valve in-wall housing, plastic/steel;unit;3.3678328589407696e-05;1.2413887362349662e-07;-1.363122367226723e-07;-1.5430242641317715e-10;8.363505997703252e-05;-2.50083720452997e-12;-0.03917751782626856;-2.778707832508407e-13;-0.13508215744757568;0.0;0.0;-0.012289951885213837;-0.0005443089500561418;-0.0002130261306726834;-2.5053208392292006;-9.582738757130248e-09;-0.0005591352233710249;-4.203439211128656e-07;-0.003729040185371869;-3.3657565630581684e-09;-0.005650793160459387;-4.458942767193422e-05;0.0;-3.925198203143328e-05;-5.238457605077647e-12;-1.2568614334108012e-09;-1.6662359677371648e-05;-4.355640943581809e-09;-2.0763286475894753e-12;-1.6527277025111434e-07;-3.82767053858423e-07;-3.087259328641491e-07;0.0;-5.3060195620496e-07;-1.1714940107103735e-10;-0.0032315579897692587;-4.04685837899895e-05;-3.552889799405066e-09;-6.63905373651425e-08;-9.327191244844704e-16;-0.00118409360189867;0.0;-2.566913512754413e-06;-3.7015890060078756e-07;-4.338987905299466e-09;-7.890145536489366e-08;0.0;-3.133369568614673e-07;-1.860711929034574e-05;-1.8745062776487608e-06;;;;;
6f87a856895cad480f48bf1a764d078e;RoW;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;6f87a856895cad480f48bf1a764d078e;market for autoclaved aerated concrete block;autoclaved aerated concrete block;kilogram;-0.00011898419397631033;-6.612492042559303e-07;3.250143476773261e-06;1.018007195008167e-09;-0.00045296237465641375;1.6562716017655204e-11;0.0012693916626307985;1.8403016654784984e-12;0.07884137483611485;0.0;0.0;0.0006130124059255826;0.005290717596909016;0.0006317472315756588;0.1949747192125869;2.5489970162067865e-08;0.004431571030008391;1.1795649880733098e-06;0.0007364692831818937;2.2168415498604783e-08;0.04025139408521276;0.00021199841147867362;0.0;2.1431760245599925e-05;4.983707376330376e-11;1.7434806597234927e-09;3.698515473224181e-05;6.680188873510462e-09;2.215579714571336e-12;2.72128153285936e-07;6.546370868177475e-07;1.0350499930805876e-06;0.0;1.1681116618008145e-06;1.4543279144261775e-10;0.02276870392145154;5.95810231480322e-05;8.031185466762926e-09;1.487967271554469e-07;8.695595222455653e-15;0.5122142214945149;0.0;2.2530770307087305e-05;8.89707233378399e-07;2.979966204957595e-08;8.900132017123582e-08;0.0;1.6664884700109131e-06;0.00016151021481205477;4.743656830100781e-05;;;;;
c45c0d36cda5bf84844ce0edd9c105a1;GLO;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;c45c0d36cda5bf84844ce0edd9c105a1;market for trout;trout;kilogram;-0.00216832154413433;-2.4931469747336727e-06;0.000786260536990852;5.068456478124692e-09;-0.31439135409908026;8.199240549021792e-11;0.003680883576897802;9.110266711051065e-12;0.6185161868974304;0.0;0.0;0.000967562843228454;0.02424704310185195;0.01119141875211146;0.5322507982877765;1.567602137373268e-07;0.010086655399070407;2.5843283830983554e-05;0.00366249034614148;1.2032201667232948e-06;0.21136353727937526;0.001232942431357802;0.0;0.0002037045239020625;2.1802858206133073e-10;1.9675052011122763e-08;0.0002612749454222989;7.453078659686683e-08;2.609504389108132e-11;2.5542604835964994e-06;6.51946551216574e-06;6.098557778546645e-06;0.0;1.2766380208466501e-05;1.6386249541543525e-09;0.10317124638685522;0.026786236680596327;5.6787723403376644e-08;1.069839876339447e-06;6.360995753710357e-14;0.04583194477156344;0.0;7.806810448875257e-05;5.927976877790422e-06;1.4692438720861286e-07;1.0444638469713544e-06;0.0;0.02824073841580992;0.00027577893484444124;0.00011851249134399286;;;;;
bc62c5330286e6df8bfbcf7d03502b2c;RoW;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;bc62c5330286e6df8bfbcf7d03502b2c;market for NMC811 oxide;NMC811 oxide;kilogram;-0.0076906008258239315;-0.0021193317930571576;4.95662639234879e-05;1.5454234518684162e-06;-0.49278577721331535;2.1581469517479427e-08;0.0014377336945279142;2.397940908613944e-09;29.690288796482214;0.0;0.0;0.006519695939165463;2.3058646603086776;0.7674568769833593;103.84542803248291;7.555510788278272e-07;0.11119108508811655;0.000331371923956214;0.14113329757770757;1.7859297324811052e-06;2.564392239984092;0.0251567852055716;0.0;0.002447658932301464;5.644872236356649e-09;3.634448598508343e-07;0.0010823660110819706;3.292187256713091e-06;6.151125085028076e-11;1.6938067675429547e-05;0.39922705374553996;6.405570494346222e-05;0.0;0.040010167910429266;1.6937053841132815e-08;1.1078966852878738;0.0052730471560860515;2.59435448836234e-07;4.523416930103231e-06;1.9213600564681202e-11;1.0713723742587715;0.0;0.0015683584576506127;2.8745097225826585e-05;6.461657404234221e-06;6.693651298949754e-06;0.0;8.739258578166266e-05;0.07815710864066885;0.0019862834876154573;;;;;
73a4483e483a28e471ceffb1e6ef8b0d;RoW;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;73a4483e483a28e471ceffb1e6ef8b0d;market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram;-0.008772293381890582;-1.8993673913945142e-05;6.58629738897528e-05;7.163321500587051e-07;-0.0359559879090987;1.148026524067349e-08;0.02024938473070177;1.2755849475427599e-09;4.241532627141931;0.0;0.0;0.005131404705514547;1.7022894595376288;0.05126222979057469;17.69462175247694;4.175017733269326e-07;0.15639991946239268;0.0001385820778010483;0.08047160315341277;1.493075731027077e-06;31.46969470419321;0.019897229703939045;0.0;0.0025015222113367996;3.48613921274512e-08;1.6191777495323842e-07;0.12339725892650903;0.00012047334104772006;3.7820697759775636e-11;1.596977166768054e-05;1.1738701855723125e-05;0.0003381799050016014;0.0;4.451415641752561e-05;7.622869625452982e-09;0.7785057939756619;0.0038902827822963402;1.281075223418622e-07;2.4104868774217853e-06;2.4515669177882234e-13;4.390720457404652;0.0;2.3731207088008346;3.700262154769771e-05;2.445850283154111e-06;3.5644303642316827e-06;0.0;0.00030699229392107164;0.00205921787016969;0.0040975089766005415;;;;;
cfa1836038ad38317f8e146329c2e942;GLO;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;cfa1836038ad38317f8e146329c2e942;market for wood preservation, dipping/immersion method, water-based, indoor use, dry;wood preservation, dipping/immersion method, water-based, indoor use, dry;kilogram;-0.00013514974907562902;-2.2672675042765728e-07;3.1589702992168283e-06;1.5147656288889882e-09;-0.0009253783579325061;2.171929785295887e-11;0.0082342169293328;2.413255167160826e-12;0.1936556343766655;0.0;0.0;0.0013593845135969561;0.1288695085396259;0.0012436187748567416;1.1158169669979923;1.57273742692354e-08;0.003722010867118008;2.096809168102958e-06;0.0023114921949104767;2.737744017532675e-08;0.0993837743362978;0.0004085130766409488;0.0;0.0001252217839880798;6.157217814286025e-11;1.589382565056699e-08;2.182129016925707e-05;7.833565114021482e-08;1.3239109086265146e-12;1.725860723937965e-07;4.1046260804822854e-07;9.13293541296852e-07;0.0;1.7132127064103198e-06;6.708059795096208e-10;0.007048452520656526;7.423784101704243e-05;4.533255462624513e-09;8.222224819108953e-08;6.519043162991447e-15;0.0533855335882611;0.0;2.558524815571075e-05;5.498411185897068e-07;2.4263424887429523e-07;2.5692986384604355e-07;0.0;2.581536537130891e-06;7.258071636341372e-05;0.0006695584555630214;;;;;
56bdbc40ef55f9454fddfc26dbe7f0b7;GLO;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;56bdbc40ef55f9454fddfc26dbe7f0b7;market for wire drawing, steel;wire drawing, steel;kilogram;-9.842076134156073e-05;-7.830819508910246e-07;4.199656025211154e-05;1.3164171817264768e-09;-0.1024844495611157;2.078440091099458e-11;-0.07898234095112242;2.3093777356143532e-12;0.12688332502069816;0.0;0.0;4.9397848945316865e-05;0.0035083518958655647;0.00185947826428513;0.3000461226876799;8.467096286603203e-09;0.0008714274456975416;1.699497063361399e-06;0.03602367117739129;1.4239329720923623e-08;0.40508164155474286;0.00011836757172458212;0.0;1.239177249637647e-05;6.848676037781228e-11;1.6923151299029732e-09;1.0205624216708834e-05;8.318086904288247e-09;6.19202083379335e-13;1.197342377083945e-07;2.0632536367487833e-07;8.073310650499135e-07;0.0;3.5293123104851073e-07;8.761106560414084e-11;0.005969818703548811;0.0001985551221164578;2.237315368388851e-09;4.5659805902403856e-08;5.641041991128234e-15;0.0037685154226653234;0.0;1.862335483729168e-05;2.9832282166872447e-07;7.05688985845755e-08;4.143362178424712e-08;0.0;1.157167812147755e-06;1.552779294508938e-05;1.2163814426055938e-05;;;;;
f9fde136b641f706b93b33584820241f;RoW;ecoinvent_cutoff_3.9_remind_SSP1-Base_2050;f9fde136b641f706b93b33584820241f;market for plywood;plywood;cubic meter;-0.24627049943631063;-0.0003872676982590536;0.015273011972189278;4.268014049269665e-06;-7.328512401489852;6.892032497623165e-08;0.5839934143516838;7.657813410788316e-09;152.60290339333648;0.0;0.0;0.26935276332342456;12.009596074117008;1.1000288830510367;384.87931661469196;3.936278880923035e-05;3.4788333800792666;0.002859997493497918;1.4390947144312183;4.35599281287252e-05;247.6323209139382;0.5260473093805682;0.0;0.06699555783566441;2.2260016428475464e-07;1.1441631178193429e-05;0.06579794874481731;5.19862067202866e-05;7.233671610698657e-09;0.0006843979267720924;0.001422637143674699;0.0030473216261342135;0.0;0.01553157057428817;6.880073025988026e-07;19.949738346203272;0.1818980808204457;1.4008012876449563e-05;0.0002674878283632405;3.9112805242203826e-11;15.740204313027279;0.0;0.062310860231006605;0.001603259160375084;3.881805378359606e-05;0.0003725127910517796;0.0;0.44995774619282247;0.24513738336545288;0.06549525334469886;;;;;
