;location;database;code;name;reference product;unit;waste_composting_solid;waste_digestion_liquid;waste_digestion_solid;waste_hazardous_liquid;waste_hazardous_solid;waste_incineration_liquid;waste_incineration_solid;waste_landfill_liquid;waste_landfill_solid;waste_non_hazardous_liquid;waste_non_hazardous_solid;waste_open_burning_solid;waste_recycling_solid;waste_total_liquid;waste_total_solid;Antimony (demand);Bauxite (demand);Borates (demand);Cement (demand);Cobalt (demand);Coke (demand);Copper (demand);Electricity (demand);Fluorspar (demand);Gallium (demand);Gold (demand);Graphite (demand);Helium (demand);Indium (demand);Latex (demand);Lithium (demand);Magnesium (demand);Natural gas (demand);Nickel (demand);Palladium (demand);Petroleum (demand);Phosphate rock (demand);Platinum (demand);Rare earth (demand);Rhodium (demand);Sand (demand);Scandium (demand);Silicon (demand);Silver (demand);Strontium (demand);Tantalum (demand);Tungsten (demand);Vegetable oil (demand);Water (demand);Zinc (demand);parameters full;log parameters;amount;worksheet name;source
c306c32477cfd8be63bb04f55bae4948;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;c306c32477cfd8be63bb04f55bae4948;market for coffee maker;coffee maker;unit;-0.007304173404480943;-2.627223614868273e-05;6.014820955446236e-05;1.3465159155161422e-06;-0.04149382326718924;2.117361556346034e-08;0.45097307162457684;2.3526238054254798e-09;4.378474345725962;0.0;0.0;0.22345137597221465;0.6868855242671266;0.11696282087572292;16.75754316513565;6.405788197542845e-07;0.25730031379291846;0.12230967425395606;0.040245918878229356;2.1551029138099018e-06;1.5821994544209834;0.11692635501056951;0.0;0.00523532538083637;2.692077951188414e-08;2.700822270846729e-06;0.0005934307642973522;9.331175718829395e-07;1.2606858889329221e-11;1.5803405160507806e-05;5.899562524111121e-06;0.000271408844200532;0.0;0.008535750963459536;5.833864051410253e-07;0.226012740744841;0.005235031300652501;9.380021142983071e-08;1.6537329562166872e-06;3.8984267627833515e-13;0.6224563738725784;0.0;0.007383047633883513;7.214384380152471e-05;6.4646369127912e-06;0.0005682737198227467;0.0;7.423989588420874e-05;0.00177317305138366;0.014465630690518063;;;;;
bc7f779d70f586e74ee4ab7ce9315c36;RoW;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;bc7f779d70f586e74ee4ab7ce9315c36;market for kerosene;kerosene;kilogram;-0.00011930664944833314;-1.303931388070922e-07;8.167785633268527e-07;2.729008312608112e-09;-0.000838042307959191;4.5378484194717004e-11;-0.0015186424465165505;5.042053486361112e-12;0.054109378102367614;0.0;0.0;7.58361644019622e-05;0.002451008119847636;0.0005955329541644461;0.13896555917201464;2.3071062564842543e-08;0.0008792440553366897;1.3039797138667734e-06;0.0009968672728105639;1.272877836739294e-06;0.0835864366187988;8.703040111446278e-05;0.0;0.00016788813884680866;6.96775706234651e-11;8.88331728331743e-10;1.1917128647746825e-05;4.504044828769798e-09;2.883452779689654e-13;9.679556276370402e-08;2.0374887052960654e-07;7.153442769699725e-07;0.0;2.719095170162973e-06;4.886921830234971e-11;1.107970681937961;0.00024218236666706273;2.184143096048241e-08;1.0623181833739652e-06;1.1798437750961784e-14;0.02159237499395011;0.0;1.5837780805070262e-05;3.657084332507135e-07;1.553898262036755e-08;2.456809609668974e-08;0.0;6.742663846462802e-07;2.8202745229068947e-05;1.7312491915927147e-05;;;;;
844b9ad255a4e0dd2d7203b28e774cdc;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;844b9ad255a4e0dd2d7203b28e774cdc;market for spodumene;spodumene;kilogram;-9.120955208969945e-06;-7.33887848059791e-08;6.313841513943656e-07;6.829427096163448e-10;-0.00029836921671415963;9.959283942687976e-12;-0.0002159772240102777;1.1065870360371411e-12;0.003517779460834199;0.0;0.0;6.970961297616725e-06;0.00044323930300760593;9.149872424471793e-05;0.00971075264292402;1.0924217928096126e-09;0.00016546946340687153;1.0761977953537823e-06;0.00012004367891326416;1.0553431898461878e-08;0.010058365158334947;1.9145389282308856e-05;0.0;4.309768901217038e-06;1.8375218282241267e-11;3.9343897440830413e-10;6.763320151952688e-07;2.5328548170723774e-09;1.4489380322297536e-14;1.8588149106337125e-07;9.6658503825679e-09;1.5304665447014934e-07;0.0;2.7801222478867143e-07;1.624976915162534e-11;0.019131210527235615;4.4509679673728645e-05;2.3018473063559615e-10;6.5630438104271945e-09;1.0750416539665485e-15;0.0007410918644374035;0.0;4.302815213933199e-06;2.628349130641689e-08;2.847100304410729e-09;6.063476022686066e-09;0.0;1.551384003027184e-07;2.3990741970432524e-06;6.568516579053906e-06;;;;;
2ad0af3de61844881db69c9fa5e9ad8b;RoW;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;2ad0af3de61844881db69c9fa5e9ad8b;market for vinyl chloride;vinyl chloride;kilogram;-0.000312435054728283;-8.082337377065032e-07;2.194620415588042e-06;3.173010518457398e-08;-0.005886510639848488;4.914120094676514e-10;0.003491228561943497;5.460133099519772e-11;0.20041453071755777;0.0;0.0;0.0008790834866048939;0.05026729807569986;0.1337395581127395;0.7921731444112357;4.566741851008548e-08;0.0069418449104134885;4.965676526296962e-06;0.005611165811406562;6.638770304341775e-08;0.0750059671010606;0.002391474367728463;0.0;0.0007245242092573728;5.292777142230521e-10;5.858038376304424e-08;2.809304771590963e-05;2.9617734765004957e-07;6.159730554447718e-13;4.375020779064119e-07;1.4570040272413172e-06;5.171030825360864e-06;0.0;2.8481248986124876e-06;2.331175173325247e-09;0.014444800316771108;0.0007372971426143183;6.640040946953591e-09;1.1984269704748656e-07;1.8149747970448404e-14;0.04108781406917061;0.0;0.00014399742184935857;1.1145129670811068e-06;1.610454650209315e-07;8.29297852414379e-07;0.0;3.5362183029542786e-06;8.76873324687277e-05;0.000266766013836701;;;;;
098d62da0cc835aa22548a7e64a89891;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;098d62da0cc835aa22548a7e64a89891;market for heat and power co-generation unit, 50kW electrical, common components for heat+electricity;heat and power co-generation unit, 50kW electrical, common components for heat+electricity;unit;-9.27676171648451;-0.02361172361464854;0.4518211971371271;0.0004399206167233132;-51.82437591297421;7.055167204223348e-06;53.030558089369976;7.839074184645483e-07;9156.568315246537;0.0;0.0;9.022110614990975;202.72797201567332;101.5283281647383;19840.01638373857;0.0009613672840380001;82.02867400067244;0.0659970924812933;219.09748994899337;0.006292616617592068;18394.696592054705;23.784118745491284;0.0;0.9240712616205735;7.952503088822191e-06;0.00014024250067910715;0.5510300957589727;0.0006922093052232761;1.4163961358746284e-08;0.02533845885757775;0.008799198357657616;0.10775086701280473;0.0;0.3695328736969137;1.8646628878460135e-05;1121.8155593617155;8.208929183036231;0.0010870768687624723;0.0030632374516405218;6.5997881278473156e-09;1227.998150898715;0.0;2.13391980618684;0.019414731938807984;0.0008184418943070187;0.009649677862028114;0.0;0.17820038028946347;2.102701581031598;1.1503236943329949;;;;;
c09ff9913ddd9c6739f44bd3665cfa0f;RoW;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;c09ff9913ddd9c6739f44bd3665cfa0f;market for bundle, energy wood, measured as dry mass;bundle, energy wood, measured as dry mass;kilogram;-0.0001274425326872882;-5.8715134505856986e-08;8.097005291140688e-06;4.900313705319666e-10;-0.0032709098317835355;7.883302206926451e-12;-8.133638173935366e-05;8.759224130518502e-13;0.05125928586657943;0.0;0.0;1.570319201878731e-05;0.0005014635181620337;0.000264045900452729;0.10445525224879047;3.700619105056049e-08;0.0007517455236566769;5.5422578402511e-07;0.00011008319009838862;1.766063552042159e-08;0.008499502327255234;5.346052837872845e-05;0.0;8.130876492490768e-06;8.139790650217853e-12;1.0890984988960016e-09;1.9292906537885674e-05;4.435097305255694e-09;6.619056588585768e-13;8.528326463563949e-08;3.5226476928507476e-07;4.5965545131369795e-07;0.0;4.267949968350993e-07;7.353238394205433e-11;0.010880462920285449;0.000108497009585582;5.537343418094568e-09;1.0295679571148372e-07;1.962841963166051e-14;0.0014120502808038238;0.0;3.8442492870627416e-06;5.466554347731551e-07;5.78849962112626e-09;4.240575123130745e-08;0.0;0.00025934696020903905;3.592246487820318e-05;3.1862710552844655e-06;;;;;
18d31fb03fdb6a85e516a6328f183edc;RoW;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;18d31fb03fdb6a85e516a6328f183edc;market for waste polyethylene, for recycling, sorted;waste polyethylene, for recycling, sorted;kilogram;-0.00025055031531847125;-1.7345093616525276e-07;5.873761914173426e-06;2.6716317203753833e-09;-0.001969914714365452;4.287266221149314e-11;0.021556255986729594;4.763628838845338e-12;0.38715040181692734;0.0;0.0;0.024309771296737413;-7.40370187002367;0.0030810444089034157;-6.35684591393185;7.038709765117994e-08;0.002044480653142059;1.008107036327418e-06;0.0013280733861783538;1.094621191796996e-07;0.06686429308976012;0.00024686398757381705;0.0;3.8864617212900295e-05;4.534634082474973e-11;1.5315511102369043e-09;2.085076966594251e-05;6.627695153108344e-09;4.2299515351197694e-13;4.2899900929913794e-07;6.86946694650731e-07;1.2666822993614441e-06;0.0;3.7529786707833892e-06;8.033314367656459e-11;0.021557220638166542;0.0001274115648785079;7.328478777903058e-09;1.4603275465089273e-07;5.3343560249123955e-15;0.007681658745223381;0.0;1.7423056041006856e-05;1.2428806988745393e-06;2.014723889483004e-08;4.322928286110207e-08;0.0;1.465840827376926e-06;0.00010492644260974625;2.5089024858991184e-05;;;;;
a8ebeb7b36223eac48a3cc7860c0e711;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;a8ebeb7b36223eac48a3cc7860c0e711;market for ceramic factory;ceramic factory;unit;-31085.329004576695;-44.882306514999954;628.3037161620999;0.2499633907248087;-59868.01043949042;0.003973357508967613;1868233.1067611333;0.0004414841402521244;40157551.256931014;0.0;0.0;347453.7761282991;29110906.06061507;78817.39829687773;259088139.22698095;3.0042819379287264;1330409.6590561804;79.35968516479436;292814.1268684017;4.4551446788777165;10328569.92394545;382847.7819156179;0.0;2953.8411236315337;0.004171987779676053;0.08353941157940768;1779.4091586712193;0.4072339031852514;4.13037065057542e-05;28.472824098165255;24.451977146160193;63.90778038090704;0.0;177.90527740856075;0.005566984476111265;1153990.7931854022;12360.871970343433;0.3954083438989462;7.35579158769943;1.5057443833160627e-06;12245947.223349253;0.0;5033.327571333324;41.09678416486207;40.56556486156796;3.075239234830909;0.0;642.324129456021;12840.814315341282;111994.28612846327;;;;;
63db705119c3aa9361831f6c724db371;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;63db705119c3aa9361831f6c724db371;market for fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future;fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future;unit;-40.356162883129066;-0.8811872766638025;1.929666309267998;0.06628063812703865;-2221.5741976699433;0.001525271857473879;-807.278891365346;0.00016947464030806023;79217.46408617012;0.0;0.0;73.10954747439965;3864.613002963107;1768.4398925778107;187420.35660795457;0.008658898596313136;2258.9559534960904;8.422774817569934;1959.9029443401648;0.05036789594693538;126318.59037637069;852.4152238608357;0.0;40.80917196325798;3.7125544821281705e-05;0.016388781423918468;4.33654688573534;0.08434717880136929;1.0337594212537397e-07;0.11603575227567409;0.06932497766067665;0.709366528198261;0.0;127.54869920713399;9.378951146396766e-05;4338.855386948863;63.05098356655091;0.0013438134250640652;302.31836129448146;3.001285753648007e-08;12323.31870866874;0.0;19.537347596285276;0.19686678226519622;0.12190334906941476;2.7180274166127436;0.0;0.4979291605399012;66.30001744256548;19.72740226274454;;;;;
466dbc6904b2f80ba0fa5c5778b2bd0a;GLO;ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040;466dbc6904b2f80ba0fa5c5778b2bd0a;market for acetonitrile;acetonitrile;kilogram;-0.00048011958873937414;-2.0128581307659204e-06;2.8667808578719786e-06;1.4250754717385921e-08;-0.0013598823362496828;2.2840782013374505e-10;0.004829173478850581;2.5378645105813526e-11;0.2666188440903543;0.0;0.0;0.001008286208967203;0.04130943995543543;0.0028232014327432687;0.9193352096975438;1.2250483665868282e-07;0.008226252361487038;4.889238764393591e-06;0.005183086605838374;8.822906333322236e-08;1.3032865747325617;0.002540224665877505;0.0;0.0013570834934557173;2.6750806978391977e-10;6.336048778773302e-08;6.317685394065582e-05;3.158060706922618e-07;1.6023214595420296e-12;7.664269712387386e-07;1.0752995829269963e-06;3.5458861849132083e-06;0.0;0.0001807361243128814;2.5649851521503383e-09;0.03567947876739225;0.0013541872704482625;1.7379184969868734e-08;3.2019972687575285e-07;1.8106781858851333e-14;0.06961209438692437;0.0;8.331916060448196e-05;2.044204552390464e-06;2.4555884670602793e-07;9.343200915103635e-07;0.0;7.185896098956851e-06;0.00017713394805287088;0.00027303968966736;;;;;
