activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;sewage sludge, 97% water, WWT, WW from maize starch production;01dc4cd4c7024b31c67a4c5724502742;market for sewage sludge, 97% water, WWT, WW from maize starch production;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;2,4-dichlorotoluene;b4ad144d208549a26a4d3e4d76362ddc;market for 2,4-dichlorotoluene;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;zinc oxide;461cc6e5ff26d3cf528e33bc45e0fa15;market for zinc oxide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market activity;monoammonium phosphate;22b2ec27fb78fdb2662d8ebea1537370;market for monoammonium phosphate;kilogram;RoW;ecoinvent_3.9.1_consequential;2012;Manufacture of fertilizers and nitrogen compounds;34643;Monoammonium phosphate;Chemical;Chemical products
ordinary transforming activity;palm kernel meal;38eba7c2dfea14f80d79133d375cbf83;palm kernel meal to generic market for protein feed;kilogram;GLO;ecoinvent_3.9.1_consequential;1080;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;sodium;dc0b4f88d2278a011daec215b86a9b8b;market for sodium;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;lithium hydroxide;36000fcbd9bd7d0154a59da387ece1d6;market for lithium hydroxide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market activity;ethylene glycol monoethyl ether;7eb4bf25b3f93b631d559fec461664fa;market for ethylene glycol monoethyl ether;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;blower and heat exchange unit, Avent E 97;619c51461f2020e1513eaf97a8bfe404;market for blower and heat exchange unit, Avent E 97;unit;GLO;ecoinvent_3.9.1_consequential;2819;Manufacture of other general-purpose machinery;43911;"Producer gas or water gas generators; acetylene gas generators and similar water process gas generators; disti[…]";MachElecTrans;Metal/electronic equipments and parts
market activity;non-ionic surfactant;c8d48e0b800533da4373dce67394413d;market for non-ionic surfactant;kilogram;GLO;ecoinvent_3.9.1_consequential;2023;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market activity;magnesium chloride, from zirconium sponge production;80134f7ca3985b457e979a2ce63b85e1;market for magnesium chloride, from zirconium sponge production;kilogram;GLO;ecoinvent_3.9.1_consequential;2420;Manufacture of basic precious and other non-ferrous metals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
ordinary transforming activity;mischmetal;9b5c7f46d9fcaea9a91edd694df24067;lanthanum oxide to generic market for mischmetal;kilogram;GLO;ecoinvent_3.9.1_consequential;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;cobalt;00c79a1a6e60e46210a74cd334da2bfd;market for cobalt;kilogram;GLO;ecoinvent_3.9.1_consequential;2420;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
ordinary transforming activity;supplementary cementitious materials;9e2870258daa0bde63eaf53cff866d14;clay to generic market for supplementary cementitious materials;kilogram;GLO;ecoinvent_3.9.1_consequential;2394;Manufacture of cement, lime and plaster;15;Stone, sand and clay;OreMinFuel;Ores, minerals & fuels
market activity;sawnwood, beam, softwood, raw, dried (u=20%);cf83fa14044fb90cbb97c9a2a2592e36;market for sawnwood, beam, softwood, raw, dried (u=20%);cubic meter;RoW;ecoinvent_3.9.1_consequential;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;manual treatment facility, waste electric and electronic equipment;4baba7b42b526b254eb7d54617e46abf;market for manual treatment facility, waste electric and electronic equipment;unit;GLO;ecoinvent_3.9.1_consequential;4290;Construction of other civil engineering projects;53290;Other civil engineering works;;
market activity;palm kernel oil, crude;4cc9adc5f942159931948fbd8741c943;market for palm kernel oil, crude;kilogram;GLO;ecoinvent_3.9.1_consequential;1040;Manufacture of vegetable and animal oils and fats;21691;Other vegetable oils, crude or refined, n.e.c.;ProcBio;Food & beverages, animal feed
market activity;aluminium removed by drilling, computer numerical controlled;d76344d28f51f22b0ae22190ec9270bb;market for aluminium removed by drilling, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_consequential;2592;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural and forestry products
market activity;waste polyethylene terephthalate;74a9bd94c915fd978a7c0f6b3193ee5d;market for waste polyethylene terephthalate;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
market activity;organic potassium fertiliser, as K2O;9ec9d0a15f222dfdf6894fd2a4160866;market for organic potassium fertiliser, as K2O;kilogram;GLO;ecoinvent_3.9.1_consequential;161;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
market activity;packing, fibre cement product;866876359c3a5e0a5adb9b63cff9c1e2;market for packing, fibre cement product;kilogram;GLO;ecoinvent_3.9.1_consequential;8292;Packaging activities;85400;Packaging services;;
market activity;phosphorous chloride;4056324230d4242b6add02cf2654d8e4;market for phosphorous chloride;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;sewage sludge, 75% water, WWT[U], WW from lorry production;3d31988a21a5fb3000ed8c42442a00af;market for sewage sludge, 75% water, WWT[U], WW from lorry production;kilogram;GLO;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;palm date;adc22d7b4c4e59475808f1b19cdcaae6;market for palm date;kilogram;GLO;ecoinvent_3.9.1_consequential;122;Growing of tropical and subtropical fruits;1314;Dates;OreMinFuel;Ores, minerals & fuels
market activity;sawnwood, lath, softwood, raw, dried (u=10%);8b7de190db2ed3dc1c29fd59e77709db;market for sawnwood, lath, softwood, raw, dried (u=10%);cubic meter;RoW;ecoinvent_3.9.1_consequential;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;cobalt carbonate;d52e86e991af63c74eb445ecf9aaf911;market for cobalt carbonate;kilogram;GLO;ecoinvent_3.9.1_consequential;729;Mining of other non-ferrous metal ores;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;isophorondiisocyante;87aa567b0d43916959a2a0bd990a5076;market for isophorondiisocyante;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ethoxylated alcohol (AE3);7a52301bec218a32399d7e8bb0a11fe8;market for ethoxylated alcohol (AE3);kilogram;RoW;ecoinvent_3.9.1_consequential;2023;Manufacture of soap and detergents, cleaning and polishing preparations, pe;353;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market activity;malusil;19b717edadd9841cb9dbb7a1dae2e8b7;market for malusil;kilogram;GLO;ecoinvent_3.9.1_consequential;810;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market activity;radish;afac59f7f3279efe45b2d5940fef48d1;market for radish;kilogram;GLO;ecoinvent_3.9.1_consequential;113;Growing of vegetables and melons, roots and tubers;125;Root, bulb or tuberous vegetables;OreMinFuel;Ores, minerals & fuels
market activity;silver;f4afe468c7f10fd6e0f4da1e6d6ca6a6;market for silver;kilogram;GLO;ecoinvent_3.9.1_consequential;729;Mining of other non-ferrous metal ores;41310;Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;hazardous waste, for underground deposit;80f7a598df1f54ea33ce1b0e40560c44;market for hazardous waste, for underground deposit;kilogram;RoW;ecoinvent_3.9.1_consequential;3822;Treatment and disposal of hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;residue from shredder fraction from manual dismantling;d1ed2ddc78f03dae9e4caa7d14ed58e1;market for residue from shredder fraction from manual dismantling;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;urea formaldehyde foam, in situ foaming;9366aef9d377f1ad3fb9cf15a0e26b9f;market for urea formaldehyde foam, in situ foaming;kilogram;GLO;ecoinvent_3.9.1_consequential;2220;Manufacture of plastics products;363;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market activity;lime, hydraulic;7cc03299e83bf626167bf9ef7b6d9e02;market for lime, hydraulic;kilogram;RoW;ecoinvent_3.9.1_consequential;2394;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass and other non-metallic products
market activity;liquid crystal display, minor components, auxilliaries and assembly effort;ae947d47c92cd484452463522c794fb4;market for liquid crystal display, minor components, auxilliaries and assembly effort;kilogram;GLO;ecoinvent_3.9.1_consequential;2620;Manufacture of computers and peripheral equipment;47315;Monitors and projectors, principally used in an automatic data processing system;MachElecTrans;Metal/electronic equipments and parts
market activity;polylactide, granulate;7c8625236099ff95c5ae880de5a33322;market for polylactide, granulate;kilogram;GLO;ecoinvent_3.9.1_consequential;2013;Manufacture of plastics and synthetic rubber in primary forms;347;Plastics in primary forms;PlastRub;Plastics & rubber products
market activity;yarn, kenaf;62e3960ec0a975ba1988259f01692162;market for yarn, kenaf;kilogram;GLO;ecoinvent_3.9.1_consequential;1311;Preparation and spinning of textile fibres;26380;"Yarn of vegetable textile fibres other than cotton (including flax, jute, coir and true hemp); paper yarn";ProcBio;Textile
ordinary transforming activity;dysprosium oxide;b5b512380814bb2a1ed544396dfae73c;dysprosium oxide to generic market for mischmetal;kilogram;GLO;ecoinvent_3.9.1_consequential;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;rape oil, crude;4fe1c179fcf46c68d9bfe114837f8b1d;market for rape oil, crude;kilogram;RoW;ecoinvent_3.9.1_consequential;1040;Manufacture of vegetable and animal oils and fats;21641;Rape, colza and mustard oil, crude;ProcBio;Food & beverages, animal feed
market activity;sheet rolling, steel;2a68696c1588b1bb2ba9e7782ed6cc5f;market for sheet rolling, steel;kilogram;GLO;ecoinvent_3.9.1_consequential;2410;Manufacture of basic iron and steel;88601;Basic iron and steel manufacturing services;;
market activity;graphite, battery grade;d7f12f4266b96b769dc58ea1126c1ec3;market for graphite, battery grade;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;shale brick;990922fb81073db95f5a50adfd7d725f;market for shale brick;kilogram;GLO;ecoinvent_3.9.1_consequential;2392;Manufacture of clay building materials;373;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass and other non-metallic products
market activity;steel, chromium steel 18/8, hot rolled;8b7d4a871db3aec512b14d038b99017f;market for steel, chromium steel 18/8, hot rolled;kilogram;GLO;ecoinvent_3.9.1_consequential;2410;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;petrol, 15% ETBE additive by volume, with ethanol from biomass;3a8cee1cd8799dac01fa0f22459610ce;market for petrol, 15% ETBE additive by volume, with ethanol from biomass;kilogram;GLO;ecoinvent_3.9.1_consequential;1920;Manufacture of refined petroleum products;333;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
ordinary transforming activity;marine fish;e83fdf67a33db4ebbefc75fe577e7d96;landed tuna to generic market for marine fish;kilogram;GLO;ecoinvent_3.9.1_consequential;311;Marine fishing;4211;Wild freshwater fish, live, fresh or chilled;ProcBio;Food & beverages, animal feed
market activity;photovoltaic slanted-roof installation, 3kWp, ribbon-Si, laminated, integrated, on roof;14698421ce24389824eb4a5fc02d855f;market for photovoltaic slanted-roof installation, 3kWp, ribbon-Si, laminated, integrated, on roof;unit;GLO;ecoinvent_3.9.1_consequential;3320;Installation of industrial machinery and equipment;87360;Installation services of electrical machinery and apparatus n.e.c.;;
market activity;sodium silicate, spray powder, 80%;a4743d45e65cc6a866e02a9515b71971;market for sodium silicate, spray powder, 80%;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market activity;gas turbine, 10MW electrical;2134ff46dbba86ba1273cf92dc0f325d;market for gas turbine, 10MW electrical;unit;GLO;ecoinvent_3.9.1_consequential;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;43143;Gas turbines other than turbo-jets and turbo-propellers;MachElecTrans;Metal/electronic equipments and parts
market activity;fish curing, small fish;9401fa79bde79eb38979d8eac7164352;market for fish curing, small fish;kilogram;GLO;ecoinvent_3.9.1_consequential;1020;Processing and preserving of fish, crustaceans and molluscs;21242;Fish, otherwise prepared or preserved;ProcBio;Food & beverages, animal feed
market activity;polyethylene terephthalate, granulate, amorphous, recycled;c4486573b6118e4ec70a305b4f605b1d;market for polyethylene terephthalate, granulate, amorphous, recycled;kilogram;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market activity;wind power plant, 2MW, offshore, moving parts;d4ea23aaa4d9f3761f826b0a2a6bc385;market for wind power plant, 2MW, offshore, moving parts;unit;GLO;ecoinvent_3.9.1_consequential;4220;Construction of utility projects;53262;Power plants;;
market activity;barium oxide;12590ae10251353e941474e9140e4daf;market for barium oxide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ferrochromium, high-carbon, 55% Cr;312c9a4d97eb90b36b193920f23e1b26;market for ferrochromium, high-carbon, 55% Cr;kilogram;GLO;ecoinvent_3.9.1_consequential;2410;Manufacture of basic iron and steel;41113;Ferro-chromium;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;consumer electronics, mobile device, tablet;a53580dbacbfcf17b1537e68bf2520d1;market for consumer electronics, mobile device, tablet;unit;GLO;ecoinvent_3.9.1_consequential;2640;Manufacture of consumer electronics;45220;Portable automatic data processing machines weighing not more than 10 kg, such as laptops, notebooks and sub-n[…];MachElecTrans;Metal/electronic equipments and parts
market activity;carrot seed, Swiss integrated production, at farm;18fdd6f096b6e30ded224115b223422c;market for carrot seed, Swiss integrated production, at farm;kilogram;GLO;ecoinvent_3.9.1_consequential;113;Growing of vegetables and melons, roots and tubers;1260;Vegetable seeds, except beet seeds;OreMinFuel;Ores, minerals & fuels
market activity;sodium silicate, without water, in 48% solution state;ca23e1d1e0cce7cb1966594802abd898;market for sodium silicate, without water, in 48% solution state;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market activity;carton board box production, with gravure printing;a39cbf6701e8535a6d703126e93ab48f;market for carton board box production, with gravure printing;kilogram;GLO;ecoinvent_3.9.1_consequential;1702;Manufacture of corrugated paper and paperboard and of containers of paper a;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market activity;methanol, from biomass;40c2ded581849dbf3b6da7dd639b5895;market for methanol, from biomass;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;propylene glycol, liquid;25359e1de1d2c506d69d02fd26920ee3;market for propylene glycol, liquid;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;toner, colour, powder;a120270250ce147feefe8df7735b480d;market for toner, colour, powder;kilogram;GLO;ecoinvent_3.9.1_consequential;2022;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35130;Printing ink;Chemical;Chemical products
market activity;ceramic factory;4ed0e4a98dadaded7c407cbadb5de44a;market for ceramic factory;unit;GLO;ecoinvent_3.9.1_consequential;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;sewage sludge, 70% water, WWT, WW from LCD backlight production;e54af12f5c2dcde2c229987f19fe13cb;market for sewage sludge, 70% water, WWT, WW from LCD backlight production;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;yogurt, from cow milk;c7bd9ee3cf67725a1e393c906a8161a9;market for yogurt, from cow milk;kilogram;GLO;ecoinvent_3.9.1_consequential;1050;Manufacture of dairy products;22230;Yoghurt and other fermented or acidified milk and cream;ProcBio;Food & beverages, animal feed
market activity;textile, nonwoven polypropylene;b806658bf9934d0d08e74c9b38f54089;market for textile, nonwoven polypropylene;kilogram;GLO;ecoinvent_3.9.1_consequential;1311;Preparation and spinning of textile fibres;26710;Woven fabrics of man-made filament yarn, obtained from high tenacity yarn of nylon or other polyamides, of pol[…];ProcBio;Textile
market activity;mastic asphalt;49b3a1eb7a1cb381c855e4cd471e3ec7;market for mastic asphalt;kilogram;GLO;ecoinvent_3.9.1_consequential;2399;Manufacture of other non-metallic mineral products n.e.c.;37930;Articles of asphalt or of similar material;GlasNonMetal;Glass and other non-metallic products
market activity;mill scale;340a862a9af3630b303edd67f3c60b27;market for mill scale;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;residue from mechanical treatment, liquid crystal display;c88aea2d59bb3f1575bdee86bd587f84;market for residue from mechanical treatment, liquid crystal display;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;silicon carbide;470a9beaa80fccb3d16836385ee6aca3;market for silicon carbide;kilogram;GLO;ecoinvent_3.9.1_consequential;2391;Manufacture of refractory products;373;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass and other non-metallic products
market activity;steel, chromium steel 18/8;2fcb113a0b3e54fb19b9c030aee4dcd0;market for steel, chromium steel 18/8;kilogram;GLO;ecoinvent_3.9.1_consequential;2410;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;electric arc furnace secondary metallurgy slag;c458f8c3185d0966192d12a471b1da05;market for electric arc furnace secondary metallurgy slag;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;energy and auxilliary inputs, metal working factory;c88e89cb37c8580f54868757e1e483ba;market for energy and auxilliary inputs, metal working factory;kilogram;RoW;ecoinvent_3.9.1_consequential;259;"Manufacture of other fabricated metal products; metalworking service activit";54269;General construction services of other industrial plants;;
market activity;orthophthalic acid based unsaturated polyester resin;a2b82321af7e6e03054141c35bc8193d;market for orthophthalic acid based unsaturated polyester resin;kilogram;GLO;ecoinvent_3.9.1_consequential;2013;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market activity;azodicarbonamide;3ae268532551b5f0c610cb24bcb89379;market for azodicarbonamide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;silica sand;2d2c214bf51b9027a74196f96d613dbd;market for silica sand;kilogram;GLO;ecoinvent_3.9.1_consequential;810;Quarrying of stone, sand and clay;15310;Natural sands;OreMinFuel;Ores, minerals & fuels
market activity;alkyd resin, long oil, without solvent, in 70% white spirit solution state;7fe3d42e3678d04d4955e7bce139e8c1;market for alkyd resin, long oil, without solvent, in 70% white spirit solution state;kilogram;RoW;ecoinvent_3.9.1_consequential;2022;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;fibre, silk, short;f83842c133fb3aaa01b33b0526087a09;market for fibre, silk, short;kilogram;GLO;ecoinvent_3.9.1_consequential;1311;Preparation and spinning of textile fibres;39211;Silk waste;AgriForeAnim;Agricultural and forestry products
market activity;polyvinylchloride, bulk polymerised;52280a4766ace35808d0cb843ab52937;market for polyvinylchloride, bulk polymerised;kilogram;GLO;ecoinvent_3.9.1_consequential;2013;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market activity;lettuce;3018d2e92d332b86f2df2ee8f3c04319;market for lettuce;kilogram;GLO;ecoinvent_3.9.1_consequential;113;Growing of vegetables and melons, roots and tubers;1214;Lettuce and chicory;OreMinFuel;Ores, minerals & fuels
market activity;extrusion of plastic sheets and thermoforming, inline;e932564f59c1ac742f555dc8c65fa2e5;market for extrusion of plastic sheets and thermoforming, inline;kilogram;GLO;ecoinvent_3.9.1_consequential;2220;Manufacture of plastics products;89200;Moulding, pressing, stamping, extruding and similar plastic manufacturing services;;
market activity;carbon dioxide, liquid;b64e5e95717b53c6468988a85a6bf062;market for carbon dioxide, liquid;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;waste bitumen sheet;aea706bc82a44f10d3a4f6b72a1f9799;market for waste bitumen sheet;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2;fab468a49fa189c9a200ffbac1cd51aa;market for bottom ash, MSWI-WWT, heat carrier liquid, 40% C3H8O2;kilogram;GLO;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;aluminium, primary, liquid;9aef93b0cdde0ccd860403d206f04a83;market for aluminium, primary, liquid;kilogram;GLO;ecoinvent_3.9.1_consequential;2420;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;used powertrain from electric passenger car, manual dismantling;2c992f2360645a430f5fb8f75b52f5b1;market for used powertrain from electric passenger car, manual dismantling;kilogram;GLO;ecoinvent_3.9.1_consequential;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;planing mill;f5c1d0dc1a6d27b082a3e571a0ec1a51;market for planing mill;unit;GLO;ecoinvent_3.9.1_consequential;2822;Manufacture of metal-forming machinery and machine tools;53269;Other constructions for manufacturing;;
market activity;steel removed by drilling, computer numerical controlled;6cccf2f8d1f4f362207fb29daea4d558;market for steel removed by drilling, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_consequential;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;waste preparation facility;10bdee45e2745f47dd80b0b1b8121c94;market for waste preparation facility;unit;GLO;ecoinvent_3.9.1_consequential;4290;Construction of other civil engineering projects;53290;Other civil engineering works;;
market activity;ethyl benzene;eb6f7c6497bb28953dee03e9da50040a;market for ethyl benzene;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ethylene glycol diethyl ether;31d0841639baf60eed3e58880287caa4;market for ethylene glycol diethyl ether;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;hydrogen fluoride;3f4777ceab777ae7d4213857a49ecb66;market for hydrogen fluoride;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;chlorine, for reuse in zirconium and hafnium tetrachloride production;ef87be4d630561bf73a937ee852eae99;market for chlorine, for reuse in zirconium and hafnium tetrachloride production;kilogram;RoW;ecoinvent_3.9.1_consequential;2420;Manufacture of basic precious and other non-ferrous metals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;fish canning, large fish;2214ce8dda2b94df13382247f12c3942;market for fish canning, large fish;kilogram;GLO;ecoinvent_3.9.1_consequential;1020;Processing and preserving of fish, crustaceans and molluscs;212;Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates;ProcBio;Food & beverages, animal feed
market activity;waste foundry sand;3d311d694f7831d86de1e1c39cc89e17;market for waste foundry sand;kilogram;GLO;ecoinvent_3.9.1_consequential;2394;Manufacture of cement, lime and plaster;39290;Other non-metal waste or scrap;AgriForeAnim;Agricultural and forestry products
market activity;tinplate, in mixed metal scrap;61ef4c470b437d433fcf3987930c5625;market for tinplate, in mixed metal scrap;kilogram;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;39366;Waste and scrap of tin;AgriForeAnim;Agricultural and forestry products
ordinary transforming activity;rape meal;b02240ccbdc444a470da7a77ac3908e7;rape meal to generic market for protein feed;kilogram;GLO;ecoinvent_3.9.1_consequential;1080;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
