activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;seed-cotton;418689c0bfbb8b4bd7d1d0d5c1b10f57;market for seed-cotton;kilogram;GLO;ecoinvent_3.9.1_consequential;116;Growing of fibre crops;1921;Cotton, whether or not ginned;;
market activity;fish freezing, small fish;09bc207d62423d4510d16cc78b6a840e;market for fish freezing, small fish;kilogram;GLO;ecoinvent_3.9.1_consequential;1020;Processing and preserving of fish, crustaceans and molluscs;21222;Fish fillets, frozen;ProcBio;Food & beverages, animal feed
market activity;helicopter;145cb8e60db304e32002d3e8f58de8ed;market for helicopter;unit;GLO;ecoinvent_3.9.1_consequential;3030;Manufacture of air and spacecraft and related machinery;49621;Helicopters;MachElecTrans;Transport vehicles
market activity;navy bean;86cd157d06160ba3e37847b8193e419c;market for navy bean;kilogram;GLO;ecoinvent_3.9.1_consequential;111;Growing of cereals (except rice), leguminous crops and oil seeds;1243;Broad beans and horse beans, green;OreMinFuel;Ores, minerals & fuels
market activity;iron scrap, sorted, pressed;20129e795d7b2741829106694d149720;market for iron scrap, sorted, pressed;kilogram;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;tree seedling, for planting;b6a3b688efc21f2d31634ff7b4426419;market for tree seedling, for planting;unit;RoW;ecoinvent_3.9.1_consequential;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
market activity;corrugated board box;8684cc3d24af93d4686abe6d69a3f5ab;market for corrugated board box;kilogram;RoW;ecoinvent_3.9.1_consequential;1702;Manufacture of corrugated paper and paperboard and of containers of paper a;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market activity;metallization paste, back side;a94a6cbfef92df5d348242b4007c83f4;market for metallization paste, back side;kilogram;RoW;ecoinvent_3.9.1_consequential;2029;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;bottom ash, MSWI-WWT, WW from grass refinery;071990bd8b0418642a87cb0543967782;market for bottom ash, MSWI-WWT, WW from grass refinery;kilogram;GLO;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;isobutanol;5e3dc256c9c1d43c710ca7f731da0853;market for isobutanol;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;tinplate scrap, sorted;dc45ee8e8dcc628ccde19f0f654d9168;market for tinplate scrap, sorted;kilogram;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;39366;Waste and scrap of tin;AgriForeAnim;Agricultural and forestry products
ordinary transforming activity;fibre, silk, short;80ce7f60d449899bbae9413f6c33f1e1;fibre, silk, short to generic market for silky fibres;kilogram;GLO;ecoinvent_3.9.1_consequential;2030;Manufacture of man-made fibres;39211;Silk waste;AgriForeAnim;Agricultural and forestry products
market activity;long liner maintenance, steel;515f3ef7ac60285ef23ead5e09666b47;market for long liner maintenance, steel;kilogram;GLO;ecoinvent_3.9.1_consequential;311;Marine fishing;87149;Maintenance and repair services of other transport equipment;;
market activity;ammonium nitrate phosphate;8c97a2cdd92549c37958e6e5962d5fe1;market for ammonium nitrate phosphate;kilogram;RoW;ecoinvent_3.9.1_consequential;2012;Manufacture of fertilizers and nitrogen compounds;34644;Fertilizers containing two nutrients: nitrogen and phosphorus;Chemical;Chemical products
market activity;heat and power co-generation unit, 1MWel, 6.4MWth;8e5ad846c617536343682c379856f220;market for heat and power co-generation unit, 1MWel, 6.4MWth;unit;GLO;ecoinvent_3.9.1_consequential;4220;Construction of utility projects;4;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;used intermodal shipping container, 20-foot;3a31051c3800d3f5b5f923c6231efd3d;market for used intermodal shipping container, 20-foot;unit;GLO;ecoinvent_3.9.1_consequential;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;sewage sludge, 75% water, WWT, WW from LCD production;4e99524a76ec4afa680f6ab2c4db9e53;market for sewage sludge, 75% water, WWT, WW from LCD production;kilogram;GLO;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;heat and power co-generation unit, 50kW electrical, components for heat only;389756b78a82243c555b6d46c1a885a2;market for heat and power co-generation unit, 50kW electrical, components for heat only;unit;GLO;ecoinvent_3.9.1_consequential;4220;Construction of utility projects;431;Engines and turbines and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;natural gas liquids;6ee83b44197d8e6bf98e8d59c2904e83;market for natural gas liquids;kilogram;GLO;ecoinvent_3.9.1_consequential;3520;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market activity;compressed air, 800 kPa gauge;a00b0d084785ae55a3b8ada338021ef6;market for compressed air, 800 kPa gauge;cubic meter;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;propane;0e1cf7f4f6646d704bcd5eff265d0d68;market for propane;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;33410;Propane and butanes, liquefied;OreMinFuel;Ores, minerals & fuels
market activity;manure, liquid, cattle;3f1744bc1d726a7dee69f408f394c1e9;market for manure, liquid, cattle;kilogram;GLO;ecoinvent_3.9.1_consequential;161;Support activities for crop production;34654;Excreta of animals useful for manure/fertilizer and fuel preparation;Chemical;Chemical products
market activity;ash, from combustion of bagasse from sugarcane;41df9083623346fa0dcada1af3744133;market for ash, from combustion of bagasse from sugarcane;kilogram;GLO;ecoinvent_3.9.1_consequential;161;Support activities for crop production;86119;Other support services to crop production;;
market activity;maize grain, feed, organic;659e868c5cb37a022e5ef4fec713944e;market for maize grain, feed, organic;kilogram;GLO;ecoinvent_3.9.1_consequential;1080;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;tomato, processing grade;6f38a772127f55cbdd14fdf4bf22f54a;market for tomato, processing grade;kilogram;GLO;ecoinvent_3.9.1_consequential;113;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;OreMinFuel;Ores, minerals & fuels
market activity;calcareous marl;f41eaf10868ff20e7c5b3402483a2609;market for calcareous marl;kilogram;RoW;ecoinvent_3.9.1_consequential;810;Quarrying of stone, sand and clay;15120;Marble and other calcareous monumental or building stone;OreMinFuel;Ores, minerals & fuels
market activity;used diesel-electric generating set, 18.5kW;146fabcfacc0564b7341aaa50bcc45dc;market for used diesel-electric generating set, 18.5kW;unit;GLO;ecoinvent_3.9.1_consequential;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;waste paint;d7405712ad002e4f313f8bb7df7090d4;market for waste paint;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
ordinary transforming activity;electric arc furnace slag;bf46a6af1b7bfc59dbac303987584a46;electric arc furnace slag to market for electric arc furnace slag, for recovery;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;furnace, wood chips, with silo, 5000kW;31e65d03f2e9418961f4f2ffb927aa18;market for furnace, wood chips, with silo, 5000kW;unit;GLO;ecoinvent_3.9.1_consequential;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;forging, steel;f4d020651781226b64d4be239ce1ff03;market for forging, steel;kilogram;GLO;ecoinvent_3.9.1_consequential;2410;Manufacture of basic iron and steel;88601;Basic iron and steel manufacturing services;;
market activity;residue from rutile production, synthetic, 56% water;9a3efaba897c7cad2dc3c985e0bb0cf5;market for residue from rutile production, synthetic, 56% water;kilogram;GLO;ecoinvent_3.9.1_consequential;3822;Treatment and disposal of hazardous waste;39367;Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];AgriForeAnim;Agricultural and forestry products
market activity;coriander;e86db873c2fb2d1365b026898ec10480;market for coriander;kilogram;GLO;ecoinvent_3.9.1_consequential;119;Growing of other non-perennial crops;1654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;OreMinFuel;Ores, minerals & fuels
market activity;adhesive mortar;71c0993a8fd8cb1aaf6b98f4e29fd716;market for adhesive mortar;kilogram;GLO;ecoinvent_3.9.1_consequential;2394;Manufacture of cement, lime and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass and other non-metallic products
market activity;vinyl fluoride;8ee4f96dc95af219754e64afbae9a012;market for vinyl fluoride;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;bell pepper;b6031a0814bb10fb22e112111275d323;market for bell pepper;kilogram;GLO;ecoinvent_3.9.1_consequential;128;Growing of spices, aromatic, drug and pharmaceutical crops;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);OreMinFuel;Ores, minerals & fuels
market activity;pollutant from rail ballast;e8655f8c3a8d3986ab32cb6ecb6485e7;market for pollutant from rail ballast;kilogram;RoW;ecoinvent_3.9.1_consequential;3822;Treatment and disposal of hazardous waste;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;maize grain, Swiss integrated production;945a882e3b955b6fe8bf7f633de7095b;market for maize grain, Swiss integrated production;kilogram;GLO;ecoinvent_3.9.1_consequential;111;Growing of cereals (except rice), leguminous crops and oil seeds;1122;Maize (corn), other;OreMinFuel;Ores, minerals & fuels
market activity;metal coating facility;15a153ee1811d75eb79a97e5e536941c;market for metal coating facility;unit;GLO;ecoinvent_3.9.1_consequential;4100;Construction of buildings;53269;Other constructions for manufacturing;;
market activity;impact extrusion of steel, hot, 3 strokes;876706840f9b7408c9da5a9464a8ce78;market for impact extrusion of steel, hot, 3 strokes;kilogram;GLO;ecoinvent_3.9.1_consequential;2591;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";89330;Metal forging, pressing, stamping, roll forming and powder metallurgy services;;
market activity;mancozeb;9294efe34ebedab211270d469a2ac775;market for mancozeb;kilogram;GLO;ecoinvent_3.9.1_consequential;2021;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market activity;swine for slaughtering, live weight;b93d286f6aa7e2f42f86fbe8ad50b15c;market for swine for slaughtering, live weight;kilogram;GLO;ecoinvent_3.9.1_consequential;145;Raising of swine/pigs;2140;Swine / pigs;ProcBio;Food & beverages, animal feed
market activity;expansion vessel, 80l;72b967bc43aab4d043712e33ef82c56b;market for expansion vessel, 80l;unit;GLO;ecoinvent_3.9.1_consequential;2512;Manufacture of tanks, reservoirs and containers of metal;39370;Vessels and other floating structures for breaking up;AgriForeAnim;Agricultural and forestry products
market activity;calcium carbide, technical grade;986040bc5b1afd904d984b7d05d5f76b;market for calcium carbide, technical grade;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34280;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";Chemical;Chemical products
market activity;wood preservation, vacuum pressure method, organic salts, Cr-free, outdoor use, ground contact;29506cfff4daaf7a6e1e82180b50b35d;market for wood preservation, vacuum pressure method, organic salts, Cr-free, outdoor use, ground contact;kilogram;GLO;ecoinvent_3.9.1_consequential;1610;Sawmilling and planing of wood;54730;Painting services;;
market activity;flax husks;958c650f2323f759334fe1c08676eff8;market for flax husks;kilogram;GLO;ecoinvent_3.9.1_consequential;1311;Preparation and spinning of textile fibres;1919;Forage products, n.e.c.;;
market activity;wheat grain, organic;ad00b6b1c94ce7fd6e4c189c47c578c0;market for wheat grain, organic;kilogram;GLO;ecoinvent_3.9.1_consequential;111;Growing of cereals (except rice), leguminous crops and oil seeds;1112;Wheat, other;OreMinFuel;Ores, minerals & fuels
market activity;sodium dichromate;ed193a69520576637b5b83e977069de5;market for sodium dichromate;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;fish canning plant;d1fd38ed5baf3e83cc90a90bc7355807;market for fish canning plant;unit;GLO;ecoinvent_3.9.1_consequential;4290;Construction of other civil engineering projects;8812;Fish processing services;;
market activity;cement, CEM III/C;e1d5a16c49b99a94c71caa684405ee00;market for cement, CEM III/C;kilogram;RoW;ecoinvent_3.9.1_consequential;2394;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass and other non-metallic products
market activity;impact extrusion of steel, hot, tempering;c126f5bc41406b66b26499412e2251e2;market for impact extrusion of steel, hot, tempering;kilogram;GLO;ecoinvent_3.9.1_consequential;2591;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";89330;Metal forging, pressing, stamping, roll forming and powder metallurgy services;;
market activity;NOx retained, by selective catalytic reduction;4e04ec1bee3cc0f7265a1174c67fc100;market for NOx retained, by selective catalytic reduction;kilogram;GLO;ecoinvent_3.9.1_consequential;3510;Electric power generation, transmission and distribution;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;vegetable oil refinery;50085087628cc40ace166f70177e27fe;market for vegetable oil refinery;unit;GLO;ecoinvent_3.9.1_consequential;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;blasting;d4e4d09af87cd199853b187cd510b7eb;market for blasting;kilogram;GLO;ecoinvent_3.9.1_consequential;4312;Site preparation;54320;Site formation and clearance services;;
market activity;sewage sludge, 97% water, WWT, WW from medium density board production;fff6e3138e2e34a5d25ecee917348b53;market for sewage sludge, 97% water, WWT, WW from medium density board production;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;boron carbide;b8eb97137c39fa0fe7660ab53ea20146;market for boron carbide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34280;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";Chemical;Chemical products
market activity;inert gas for discharge lamps;5f374b4e1908ad58591fe8bbfdb48304;market for inert gas for discharge lamps;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;paper, woodcontaining, lightweight coated;019a6b523e89c060cabb0a5c5c54d7f2;market for paper, woodcontaining, lightweight coated;kilogram;RoW;ecoinvent_3.9.1_consequential;1701;Manufacture of pulp, paper and paperboard;321;Pulp, paper and paperboard;ProcBio;Pulp & paper
market activity;methyl ethyl ketone;55b0ddee27c70168bca42bfac7079383;market for methyl ethyl ketone;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;benzene;a3a0ba63d3b6d8f0b49da618c4c3527f;market for benzene;kilogram;GLO;ecoinvent_3.9.1_consequential;1920;Manufacture of refined petroleum products;33100;"Coke and semi-coke of coal, of lignite or of peat; retort carbon";OreMinFuel;Ores, minerals & fuels
market activity;electric motor, for electric scooter;cc77925687d07b26eba60acb15265f0d;market for electric motor, for electric scooter;kilogram;GLO;ecoinvent_3.9.1_consequential;2710;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments and parts
market activity;ethylene bromide;6ff54a067e40865bc2f8181f9e598378;market for ethylene bromide;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;chloropropionic acid;16b95d33be2ff2880f454de0f69fed1c;market for chloropropionic acid;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;diode, auxilliaries and energy use;9278800a46fa5d54f1860d1d43690575;market for diode, auxilliaries and energy use;kilogram;GLO;ecoinvent_3.9.1_consequential;2610;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments and parts
market activity;piperidine;a15b236cdb5cb43c08dffa42899d6eb4;market for piperidine;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;35230;Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring[…];Chemical;Chemical products
market activity;sewage sludge, 75% water, WWT, WW from ceramic production;d481af4dffc600f5c1880844992c9176;market for sewage sludge, 75% water, WWT, WW from ceramic production;kilogram;GLO;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;spent antifreezer liquid;b7704fbcbdc176ef01a96f93e03f2ec2;market for spent antifreezer liquid;kilogram;GLO;ecoinvent_3.9.1_consequential;3822;Treatment and disposal of hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;alkyd paint, white, without water, in 60% solution state;a5f910e9f367bd3daed6e94f798afe6a;market for alkyd paint, white, without water, in 60% solution state;kilogram;RoW;ecoinvent_3.9.1_consequential;2022;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;operation, housing system, pig, per pig place, electricity from renewable energy products;f7317ae2e285c5b2e70c8df622f33834;market for operation, housing system, pig, per pig place, electricity from renewable energy products;unit;GLO;ecoinvent_3.9.1_consequential;145;Raising of swine/pigs;8612;Animal husbandry services;;
market activity;wastewater from glass production;c6713a07bb92e6b8b0bbefd55b755dfa;market for wastewater from glass production;cubic meter;RoW;ecoinvent_3.9.1_consequential;3700;Sewerage;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;non-ferrous metal smelter;b1315354486857e5ac1d72d36c381981;market for non-ferrous metal smelter;unit;GLO;ecoinvent_3.9.1_consequential;2823;Manufacture of machinery for metallurgy;44310;"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; met[…]";MachElecTrans;Metal/electronic equipments and parts
market activity;polypropylene, granulate;59bd993148ab113c8da6e4493c63e6d6;market for polypropylene, granulate;kilogram;GLO;ecoinvent_3.9.1_consequential;2013;Manufacture of plastics and synthetic rubber in primary forms;347;Plastics in primary forms;PlastRub;Plastics & rubber products
market activity;glass cullet, sorted;2832e4dce1900fc86c64967ca91c6b4f;market for glass cullet, sorted;kilogram;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;37111;"Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass";GlasNonMetal;Glass and other non-metallic products
market activity;synthetic graphite, battery grade;4a8a87d97b38d70e1fe3a3176a76e757;market for synthetic graphite, battery grade;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;37950;"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in t[…]";GlasNonMetal;Glass and other non-metallic products
market activity;process-specific burdens, municipal waste incineration;fda725c21ae6505531ee4dcd9c24193d;market for process-specific burdens, municipal waste incineration;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;2,3-dimethylbutan;198298c3593c2c3ac3fabe1e3b7c01d9;market for 2,3-dimethylbutan;kilogram;GLO;ecoinvent_3.9.1_consequential;1920;Manufacture of refined petroleum products;341;Basic organic chemicals;Chemical;Chemical products
market activity;frit, for ceramic tile;5a63ff35636e3019661f57fceb76ed5f;market for frit, for ceramic tile;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;glued solid timber;d3cbab2440523c5e6ca098086e748e28;market for glued solid timber;cubic meter;RoW;ecoinvent_3.9.1_consequential;1621;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market activity;polyester-complexed starch biopolymer;009af677363b6197f5ca053348ed2118;market for polyester-complexed starch biopolymer;kilogram;GLO;ecoinvent_3.9.1_consequential;1062;Manufacture of starches and starch products;23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";ProcBio;Food & beverages, animal feed
market activity;calcium chloride;6d19649302b568e700b54471cab285e9;market for calcium chloride;kilogram;RoW;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;bromoxynil;15c8018b42c353925a70f59a28537faa;market for bromoxynil;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;1-butanol;be3dd35484e11a2ffc5ed07d7ce6e165;market for 1-butanol;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;sodium perchlorate;3d8531096340fb07522ae5ea7a3c5618;market for sodium perchlorate;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;wastewater from plywood production;be4931ee0f3a49172728db110a704d6e;market for wastewater from plywood production;cubic meter;RoW;ecoinvent_3.9.1_consequential;3700;Sewerage;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;oriented strand board;5ff737eeb776afdb11dbd31f3ea31023;market for oriented strand board;cubic meter;RoW;ecoinvent_3.9.1_consequential;1621;Manufacture of veneer sheets and wood-based panels;31432;Oriented strand board (OSB);ProcBio;Wood, straw & cork
market activity;wood preservation, dipping/immersion method, organic solvent-based, indoor use, dry;52f78cb2aaa748d625cef3ef948d09aa;market for wood preservation, dipping/immersion method, organic solvent-based, indoor use, dry;kilogram;GLO;ecoinvent_3.9.1_consequential;1610;Sawmilling and planing of wood;54730;Painting services;;
market activity;used ventilation control and wiring central unit;1768a2d0a34dcf79dd57470e74582097;market for used ventilation control and wiring central unit;unit;RoW;ecoinvent_3.9.1_consequential;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;sputtering, indium tin oxide, for liquid crystal display;a2dbbaaca77e078b5d9eaeb10fb52a22;market for sputtering, indium tin oxide, for liquid crystal display;cubic meter;GLO;ecoinvent_3.9.1_consequential;2592;"Treatment and coating of metals; machining";88731;Metal treatment and coating services;;
market activity;maize flour;6ab927146ef07582c97b7f71999e5912;market for maize flour;kilogram;RoW;ecoinvent_3.9.1_consequential;1061;Manufacture of grain mill products;23120;Other cereal flours;ProcBio;Food & beverages, animal feed
market activity;potassium carbonate;4ed7745d6891b3174bacf525d41825d5;market for potassium carbonate;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;boric oxide;c8d8442ea4c440e2ff03492a36aa71e7;market for boric oxide;kilogram;GLO;ecoinvent_3.9.1_consequential;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;electronic component, passive, mobile, earpiece and speaker;113ff708b4b10d5c9fdf988831689b2b;market for electronic component, passive, mobile, earpiece and speaker;kilogram;GLO;ecoinvent_3.9.1_consequential;2610;Manufacture of electronic components and boards;47401;Parts for the goods of subclasses 47221 to 47223;MachElecTrans;Metal/electronic equipments and parts
market activity;fibre cement roof slate;7496566751d87a0f75399b4424dc8b52;market for fibre cement roof slate;kilogram;GLO;ecoinvent_3.9.1_consequential;2395;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass and other non-metallic products
market activity;maintenance, passenger car, electric, without battery;d4679a5741803cf8c09d584dc3c99757;market for maintenance, passenger car, electric, without battery;unit;GLO;ecoinvent_3.9.1_consequential;4520;Maintenance and repair of motor vehicles;87141;Maintenance and repair services of motor vehicles;;
market activity;feldspar;ccebb999cfeb5fbeb8321b39a6641056;market for feldspar;kilogram;GLO;ecoinvent_3.9.1_consequential;810;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market activity;basic oxygen furnace sludge, for recovery;055d0662c6d6689fb023bacfef1f6207;market for basic oxygen furnace sludge, for recovery;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;sawnwood, softwood, raw;ea790142a4870956c9f4cf73c231db2d;market for sawnwood, softwood, raw;cubic meter;GLO;ecoinvent_3.9.1_consequential;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;sewage sludge, 97% water, WWT, WW from concrete production;81206939768848ea0850dbc183bb0849;market for sewage sludge, 97% water, WWT, WW from concrete production;kilogram;RoW;ecoinvent_3.9.1_consequential;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;stalk;799a54ce5e51ff87985fb01d15cbb200;market for stalk;kilogram;GLO;ecoinvent_3.9.1_consequential;1311;Preparation and spinning of textile fibres;192;Fibre crops;;
market activity;zeolite, slurry, without water, in 50% solution state;4688fbdcc2a1e8d6ca8b81fb62e917a8;market for zeolite, slurry, without water, in 50% solution state;kilogram;RoW;ecoinvent_3.9.1_consequential;2023;Manufacture of soap and detergents, cleaning and polishing preparations, pe;353;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market activity;impact extrusion of steel, warm, initial warming;3590d4bdb819bed6e09a621b48557f8c;market for impact extrusion of steel, warm, initial warming;kilogram;GLO;ecoinvent_3.9.1_consequential;2591;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";89330;Metal forging, pressing, stamping, roll forming and powder metallurgy services;;
market activity;charger, for electric scooter;b6b26576c326a860e3c123807369bf51;market for charger, for electric scooter;kilogram;GLO;ecoinvent_3.9.1_consequential;2790;Manufacture of other electrical equipment;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments and parts
