activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;sawnwood, beam, softwood, dried (u=20%), planed;e8886746f01b33c0f9ef9863ee143db6;market for sawnwood, beam, softwood, dried (u=20%), planed;cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;thermo-mechanical pulp;6d8d12dd7928b36d98f7cc406f440e21;market for thermo-mechanical pulp;kilogram;GLO;ecoinvent_3.9.1_cutoff;1701;Manufacture of pulp, paper and paperboard;321;Pulp, paper and paperboard;ProcBio;Pulp & paper
market activity;residues, MSWI-WWT, WW from GGBFS production;d675aed615b63c16739d242d50e520b7;market for residues, MSWI-WWT, WW from GGBFS production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;clay plaster;2488ce7a94c91359e04549a47457faf0;market for clay plaster;kilogram;GLO;ecoinvent_3.9.1_cutoff;2392;Manufacture of clay building materials;373;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass and other non-metallic products
market activity;heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;2f7f69a1f67ab51def901d9e4635fee5;market for heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;used toner module, laser printer, colour;228b534a1a7990970465a6d898801fb7;market for used toner module, laser printer, colour;kilogram;GLO;ecoinvent_3.9.1_cutoff;2817;Manufacture of office machinery and equipment (except computers and periphe;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;refractory, fireclay, packed;6a05527ae9f3de399fa95bf7c5242096;market for refractory, fireclay, packed;kilogram;GLO;ecoinvent_3.9.1_cutoff;2391;Manufacture of refractory products;373;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass and other non-metallic products
market activity;air compressor, screw-type compressor, 4kW;9954a02e759829910b88422a138cd513;market for air compressor, screw-type compressor, 4kW;unit;GLO;ecoinvent_3.9.1_cutoff;2813;Manufacture of other pumps, compressors, taps and valves;43230;"Air or vacuum pumps; air or other gas compressors";MachElecTrans;Metal/electronic equipments and parts
market activity;uranium, enriched 3.9%, per separative work unit;38a319c6bca93e62732365ab2914560f;market for uranium, enriched 3.9%, per separative work unit;unit;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market activity;ethylene glycol;e229ace9c0c670aef7c1998446d5c3ca;market for ethylene glycol;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;tungsten concentrate;50faad177fd95b72f6d2f5ea917e0692;market for tungsten concentrate;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;wastewater from textile production;c033a92b46b13d92c1d618c8c9ebe0df;market for wastewater from textile production;cubic meter;GLO;ecoinvent_3.9.1_cutoff;3700;Sewerage;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;battery, Li-ion, LiMn2O4, rechargeable, prismatic;9b766978b5b04e886ae15900efb7e69c;market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;kilogram;GLO;ecoinvent_3.9.1_cutoff;2720;Manufacture of batteries and accumulators;46420;Electric accumulators;MachElecTrans;Metal/electronic equipments and parts
market activity;lead;fbb0f24cb8a09b37b43d853dea138347;market for lead;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41441;Lead, unwrought;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;biomethane, high pressure;4f192c25752e78ad78f492c8ca819a65;market for biomethane, high pressure;cubic meter;RoW;ecoinvent_3.9.1_cutoff;3520;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market activity;bottom ash, MSWI-WWT, WW, average;e5650cf1f597c0fc724281a538c6bd75;market for bottom ash, MSWI-WWT, WW, average;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;seal, natural rubber based;8ef6c4a775fc42f0b436e5fd749a4890;market for seal, natural rubber based;kilogram;GLO;ecoinvent_3.9.1_cutoff;2029;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;fatty acid;435737c5d40498ead3813ee28906ca13;market for fatty acid;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market activity;cathode, for aluminium electrolysis;232ec32a22884075e0bdb3821c15aa6e;market for cathode, for aluminium electrolysis;kilogram;GLO;ecoinvent_3.9.1_cutoff;2790;Manufacture of other electrical equipment;46;Electrical machinery and apparatus;MachElecTrans;Metal/electronic equipments and parts
market activity;weaned calves, live weight;27c4c4db4102596fe29df6606b893a84;market for weaned calves, live weight;kilogram;RoW;ecoinvent_3.9.1_cutoff;141;Raising of cattle and buffaloes;2111;Cattle;ProcBio;Food & beverages, animal feed
market activity;used nitrate salts, for solar power application;afee9b708d26656398e819c28a1ec87f;market for used nitrate salts, for solar power application;kilogram;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;3549;Other chemical products;Chemical;Chemical products
market activity;aminopyridine;68f38f2e6956e52f3dd699357f23d52d;market for aminopyridine;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;corrugated board box;b429b7efad1f2d6f493e1fbefce87d38;market for corrugated board box;kilogram;RoW;ecoinvent_3.9.1_cutoff;1702;Manufacture of corrugated paper and paperboard and of containers of paper a;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market activity;storage, 650 l mini CHP plant;fe89a0762cf23aea2ccb20c4d166c524;market for storage, 650 l mini CHP plant;unit;GLO;ecoinvent_3.9.1_cutoff;2512;Manufacture of tanks, reservoirs and containers of metal;54290;General construction services of other civil engineering works;;
market activity;spent catalytic converter NOx reduction;34e762f4f29b67247d092678c6b295a9;market for spent catalytic converter NOx reduction;kilogram;GLO;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;lightweight concrete block, expanded vermiculite;5bfcf5c41aafd5a0d8c2df1b65755d9c;market for lightweight concrete block, expanded vermiculite;kilogram;RoW;ecoinvent_3.9.1_cutoff;2399;Manufacture of other non-metallic mineral products n.e.c.;379;Other non-metallic mineral products n.e.c.;GlasNonMetal;Glass and other non-metallic products
market activity;metal part of electronics scrap, in copper, anode;720ee28817aac94f2296edb4e2a11336;market for metal part of electronics scrap, in copper, anode;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;393;Metal wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;uranium, enriched 4.0%, per separative work unit;206b51565cf389b0dac54370de6d4d6e;market for uranium, enriched 4.0%, per separative work unit;unit;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market activity;extrusion of plastic sheets and thermoforming, inline;f45c7543268a4a274f4313d4e6b7e8af;market for extrusion of plastic sheets and thermoforming, inline;kilogram;GLO;ecoinvent_3.9.1_cutoff;2220;Manufacture of plastics products;89200;Moulding, pressing, stamping, extruding and similar plastic manufacturing services;;
market activity;nuclear waste storage, interim, for low level radioactive waste before final repository;509c2a1608054e99ca576b9d93818878;market for nuclear waste storage, interim, for low level radioactive waste before final repository;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;54290;General construction services of other civil engineering works;;
market activity;methyl iodide;27980de7957e679dff114e42e91b340b;market for methyl iodide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;electric scooter, without battery;e087ea045e7a335315d5bf1132b034d3;market for electric scooter, without battery;kilogram;GLO;ecoinvent_3.9.1_cutoff;3091;Manufacture of motorcycles;49913;Motorcycles and cycles fitted with an auxiliary motor, other than those with reciprocating internal combustion[…];MachElecTrans;Transport vehicles
market activity;concentrated solar power plant, solar thermal parabolic trough, 50 MW;a7a9c2281c5dd53e0dd18846ea2238ee;market for concentrated solar power plant, solar thermal parabolic trough, 50 MW;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;54262;General construction services of power plants;;
market activity;fleece, polyethylene;26bf40844012f61dbf4cfba27b5f4228;market for fleece, polyethylene;kilogram;GLO;ecoinvent_3.9.1_cutoff;1399;Manufacture of other textiles n.e.c.;27922;Nonwovens;ProcBio;Textile
market activity;maintenance, micro gas turbine, 100kW electrical;7d06ecf7013109aa69e073a6fb123035;market for maintenance, micro gas turbine, 100kW electrical;unit;GLO;ecoinvent_3.9.1_cutoff;3314;Repair of electrical equipment;87152;Maintenance and repair services of electrical machinery and apparatus n.e.c.;;
market activity;chromium steel pipe;875d6b7361b90d6f1bdaf781c51d3ac6;market for chromium steel pipe;kilogram;GLO;ecoinvent_3.9.1_cutoff;2410;Manufacture of basic iron and steel;4128;Tubes, pipes and hollow profiles, of steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;diesel, low-sulfur;82ea1e2f9d6e77520740508c6ee4a646;market for diesel, low-sulfur;kilogram;RoW;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;33360;Gas oil;OreMinFuel;Ores, minerals & fuels
ordinary transforming activity;mischmetal;612293d5cc79689674f7f65094bfda83;lutetium oxide to generic market for mischmetal;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;sodium perborate, tetrahydrate, powder;4a22bc93a26f5eef2203d28b17abd501;market for sodium perborate, tetrahydrate, powder;kilogram;RoW;ecoinvent_3.9.1_cutoff;2023;Manufacture of soap and detergents, cleaning and polishing preparations, pe;353;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market activity;road wear emissions, passenger car;70214a894f509eac7925d5d8633e1dbb;market for road wear emissions, passenger car;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;53211;Highways (except elevated highways), streets and roads;;
market activity;protein pea, organic;23cd14ef7f57ad273d649977124985aa;market for protein pea, organic;kilogram;GLO;ecoinvent_3.9.1_cutoff;111;Growing of cereals (except rice), leguminous crops and oil seeds;124;Green leguminous vegetables;OreMinFuel;Ores, minerals & fuels
market activity;sewer grid, urban;cd61b5fabf9b5a6e2940bfbedf025b1f;market for sewer grid, urban;cubic meter;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53253;Sewage and water treatment plants;;
market activity;helicopter;9b60bc56bffdd658e909c55aa4c5f2e7;market for helicopter;unit;GLO;ecoinvent_3.9.1_cutoff;3030;Manufacture of air and spacecraft and related machinery;49621;Helicopters;MachElecTrans;Transport vehicles
market activity;paclobutrazol;5994c6fa51edf6fb6bb405614dee10fa;market for paclobutrazol;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;3466;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market activity;furnace, logs, softwood storage area, 100kW;d72edbe876c2565eed49b5b41932923a;market for furnace, logs, softwood storage area, 100kW;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;fraction 8 from naphtha separation;3b91748385324727cd119199cb5e2c75;market for fraction 8 from naphtha separation;kilogram;GLO;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;341;Basic organic chemicals;Chemical;Chemical products
market activity;strawberry seedling, for planting;d2071651747d4ac7708dd0c07590d847;market for strawberry seedling, for planting;unit;GLO;ecoinvent_3.9.1_cutoff;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
market activity;glued laminated timber, average glue mix;9bcbf9ff7b53d399fde53f1ee822cec5;market for glued laminated timber, average glue mix;cubic meter;RoW;ecoinvent_3.9.1_cutoff;1621;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market activity;thermal storage system, solar tower power plant, 20 MW;93c8b03a4a4b0330b05b2eca6a886ce1;market for thermal storage system, solar tower power plant, 20 MW;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;carrot seed, Swiss integrated production, at farm;4b996bcd1f356b41865616e8439b2333;market for carrot seed, Swiss integrated production, at farm;kilogram;GLO;ecoinvent_3.9.1_cutoff;113;Growing of vegetables and melons, roots and tubers;1260;Vegetable seeds, except beet seeds;OreMinFuel;Ores, minerals & fuels
