;activity type;database;location;name;reference product;unit;code;waste_composting_solid;waste_digestion_liquid;waste_digestion_solid;waste_hazardous_liquid;waste_hazardous_solid;waste_incineration_liquid;waste_incineration_solid;waste_landfill_liquid;waste_landfill_solid;waste_non_hazardous_liquid;waste_non_hazardous_solid;waste_open_burning_solid;waste_recycling_solid;waste_total_liquid;waste_total_solid;Antimony (demand);Bauxite (demand);Borates (demand);Cement (demand);Cobalt (demand);Coke (demand);Copper (demand);Electricity (demand);Fluorspar (demand);Gallium (demand);Gold (demand);Graphite (demand);Helium (demand);Indium (demand);Latex (demand);Lithium (demand);Magnesium (demand);Natural gas (demand);Nickel (demand);Palladium (demand);Petroleum (demand);Phosphate rock (demand);Platinum (demand);Rare earth (demand);Rhodium (demand);Sand (demand);Scandium (demand);Silicon (demand);Silver (demand);Strontium (demand);Tantalum (demand);Tungsten (demand);Vegetable oil (demand);Water (demand);Zinc (demand)
4ad0d1c39071582c4f0126a465493e35;market activity;ecoinvent_3.9.1_cutoff;GLO;market for holmium oxide;holmium oxide;kilogram;4ad0d1c39071582c4f0126a465493e35;-0.034434231705371826;-0.13266633781426015;0.00037231490375281184;0.001477982550418231;-29.63910301182486;3.8108715590458717e-05;-16.597739562198175;4.234301469373149e-06;37.9866548636705;18.184352109743777;153.5259104587439;0.12386319514430393;9.314403211352847;18.185830092294193;123.88680744691854;2.163896985660672e-05;1.0987468841826495;0.0016267063764037965;0.8760156009245365;1.2225127964812655e-05;67.79017636082152;0.48285553647653284;322.65415783421753;0.022613395066367184;2.351468897085007e-11;1.1147541226498773e-05;0.00033285625109722724;5.643251727130086e-05;3.664425902071821e-11;7.68342069818502e-05;1.1618467720236371e-05;4.796710756738958e-05;18.99093318333318;0.005156622856442654;4.3960028001872637e-07;7.502661249563551;0.04052345919687256;1.1402332418862246e-07;7.7163066741878845;1.1953611364329464e-09;10.496353214343467;0.0;0.0034405241242763457;3.2760467212399226e-05;0.002171448050776782;0.0001524219844358829;0.0;0.000864084858092681;5897.390821417268;0.06053528725795476
de109d428c6adc495f23ecd1b116aa7a;market activity;ecoinvent_3.9.1_cutoff;GLO;market for potassium perchlorate;potassium perchlorate;kilogram;de109d428c6adc495f23ecd1b116aa7a;-0.00065083769704942;-0.004221055195919482;2.6055622819635177e-05;3.0627140112519216e-07;-0.006808220076127653;4.896253638905778e-09;0.027710245807114762;5.440281483229283e-10;0.9963178589672673;0.0058285054221010055;3.410968254218991;0.025756322641520335;0.14160649805719147;0.0058288116935021304;3.404160034142862;3.148436682010247e-09;0.01997983748604279;4.15999343224105e-05;0.007032813925223098;3.306548465603114e-07;0.5424370269103939;0.007049428394941141;17.921386025506916;0.001444537155225782;2.1897940474059968e-13;1.6554658902700345e-07;6.668224272558145e-06;8.585145573948516e-07;3.4484810120943595e-13;7.2026546059887755e-06;1.998356525937333e-08;2.1728119347857312e-07;0.5690780938349702;7.2874648746835365e-06;6.557322103665942e-09;0.22726522787172018;0.002873486039600436;4.190891886437019e-06;1.3343140006553512e-07;3.7778415553832925e-11;0.15560328678948113;0.0;6.701642389732921e-05;4.167060652402752e-07;3.6140633236354637e-07;2.26506460390061e-06;0.0;2.1441956597454095e-05;18.975696046239193;0.0007368538592281258
826b5633056a1337924451d3231fd0e2;market activity;ecoinvent_3.9.1_cutoff;RoW;market for sugar beet;sugar beet;kilogram;826b5633056a1337924451d3231fd0e2;0.0010370758411599366;-7.958481940524915e-06;0.0007039242670020679;4.770792797468257e-10;-8.54732479572646e-05;7.694200650108137e-12;0.0009313560063680224;8.549111302654785e-13;0.012605851621721354;2.6355859642873908e-05;0.04161090173706841;4.358419420611748e-05;0.0013842751479192649;2.635633672215365e-05;0.041525428489111164;9.423272422566746e-11;0.00013753898584180642;3.6545547610720535e-07;6.695722810930796e-05;6.7646660691832465e-09;0.012384691170255672;4.60287534794716e-05;0.025765514291789093;5.666641973653542e-06;1.1643099521026485e-14;6.751003720904324e-10;6.873017464725056e-08;3.413155145142966e-09;1.9009716118127856e-14;5.7448722457973216e-08;3.228454940372982e-07;4.7563395105404304e-09;0.0027928869465654576;7.292820175882532e-07;2.6597338796509743e-11;0.00489461599340218;0.003889530549871982;8.060323224680292e-11;4.287726583289261e-09;7.082818618143481e-14;0.0012339040611490937;0.0;8.617594344343803e-07;2.1323739723309237e-09;1.0211662134574031e-08;9.397597010943454e-09;0.0;1.1752342355507084e-07;0.04477618447947659;7.167391261420081e-06
e542f5aaf1d9e3b8ed963dc8d891e640;market activity;ecoinvent_3.9.1_cutoff;RoW;market for ozone, liquid;ozone, liquid;kilogram;e542f5aaf1d9e3b8ed963dc8d891e640;-0.00021523689540367015;-0.003151880168677775;6.959482356663379e-06;4.2768878769654805e-07;-0.0027301065573449874;6.893815483157358e-09;0.0012765519937489327;7.659794505703306e-10;0.4765228926116291;0.0008351599406126911;1.5892674023480147;0.0007794265161075439;0.09768806469898221;0.0008355876294003883;1.5865372957906692;9.902833733009965e-10;0.010407328127329302;6.516390594009607e-05;0.004016400212892968;2.3873830022624335e-07;0.4422990387404014;0.0030951950375876416;32.18637715571613;0.0002446454815905752;2.3311458869957854e-14;3.535197899448555e-08;3.64062825994379e-06;2.423168522721477e-07;3.770633710018695e-14;1.9483166706247268e-06;5.211885376884395e-09;5.1341588985013667e-08;0.8921142538509146;4.494903688958239e-06;1.4428643580596056e-09;0.17518677086081758;0.0005976884311021499;2.3294348592205796e-09;5.880054530116357e-08;2.7361821330493194e-11;0.14965109733641133;0.0;3.4199005920484733e-05;8.899728717775906e-08;1.1611394665557742e-07;4.847078973252203e-07;0.0;2.5130774534464256e-05;29.403984686915393;0.00024537390460155204
8cab8c84b5d5a53c4363102c32d5aee1;market activity;ecoinvent_3.9.1_cutoff;GLO;market for used intermodal shipping container, 20-foot;used intermodal shipping container, 20-foot;unit;8cab8c84b5d5a53c4363102c32d5aee1;0.003934678668774528;0.016350265625762136;-0.0009241221327136429;-9.955429381067072e-07;0.2897414748299086;-1.599567992118325e-08;-10.927029810769955;-1.7772976586711966e-09;-197.93419009458742;-0.12747085050043627;-874.0616078555237;-0.0337949283965171;-2.2227217345563686;-0.1274718460433744;-873.771866380695;-5.6344022999224325e-08;-0.3405029004815966;-0.00040443206365131147;-0.32104714768933573;-5.079881744105131e-05;-37.878373301985235;-0.04282809347286667;-51.68213669620091;-0.016268350690023522;-1.02344988684638e-11;-1.378133730728311e-06;-0.00015219898632713022;-6.975678171901818e-06;-1.6393859714601392e-11;-1.5487379288873623e-05;-1.7201936722435895e-06;-3.3390501718016236e-06;-2.1744649471782695;-0.00024006084854403907;-5.46181251275734e-08;-39.22734602315891;-0.0574931147823799;-5.548816128626267e-07;-2.975510519048936e-05;-1.4770395552711478e-10;-6.3490730648976115;0.0;-0.0012979141131515587;-3.5714136745960466e-06;-7.0322555000213515e-06;-1.9011006982624658e-05;0.0;-0.00013757128095480607;-98.56342303838616;-0.013053337177413624
de9d213ce13f4f537837dea3b4f9faf7;market activity;ecoinvent_3.9.1_cutoff;RoW;market for cathode, LFP, for Li-ion battery;cathode, LFP, for Li-ion battery;kilogram;de9d213ce13f4f537837dea3b4f9faf7;-0.0008029989273430775;-0.002477025124387444;1.5749735878270535e-05;1.5488180447270902e-07;-0.05131850775908496;2.4758297361377297e-09;0.01058389615299178;2.750921758242216e-10;9.092367163567962;0.08195698383546539;20.133737175154362;0.003519271379546992;0.1687085943988331;0.08195713871726981;20.08241866739531;3.3184902494240625e-08;0.022088617765191124;5.5716485032993526e-05;0.042799478181963516;4.0279353647705815e-07;0.8076584397921224;0.009196553061128907;8.44237145572432;0.07554174131868648;7.01304922296237e-13;2.2811632862562608e-07;7.400610908682684e-06;1.1532481873253022e-06;1.0943990373968762e-12;2.418922363209705e-06;0.3713473107203527;4.3922957561121547e-07;1.4263443594251566;3.954075963075275e-05;8.998492082979907e-09;0.4172976353267343;0.8692773972107326;3.793044982454336e-09;1.7899262169893625e-07;2.2020909062498077e-11;0.26751393624468695;0.0;7.878107709880338e-05;5.917574901848177e-07;3.7679459289220836e-06;3.1267180271829357e-06;0.0;2.2430709614478744e-05;66.11832790904893;0.001125544327263348
6930e2c63b586572fcb0b6be513bd2cd;market activity;ecoinvent_3.9.1_cutoff;GLO;market for photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof;photovoltaic slanted-roof installation, 3kWp, multi-Si, laminated, integrated, on roof;unit;6930e2c63b586572fcb0b6be513bd2cd;-0.6196469959542831;-6.801794859254543;0.14694275185248135;0.00021906032566435085;-46.74906202758157;3.506715517391441e-06;76.61506372556671;3.8963503329621046e-07;820.3714164384847;23.123970959031553;3231.347858839948;13.652728206207957;200.6318556940862;23.124190019357215;3184.5987968123673;1.7988318139197974e-05;220.50488692256954;0.4315671284636546;20.045206201145767;0.0020989616161039525;1764.2071817838605;57.43233903136908;9783.974634027043;6.200541563645464;2.7712191852964825e-10;0.0007512538434016993;3.3411699242545474;0.007040635503322165;4.343163242050995e-10;0.15141609667439399;7.379802619874028e-05;0.010148791065193747;500.7231280445669;0.03927666974951363;1.0216096909564352e-06;234.9314903196156;2.701613664513444;2.1031265577154658e-06;7.588869021089564e-05;6.14256201724142e-08;511.69604022050066;0.0;151.00075798275154;0.21165435958468973;0.0019754272918787053;0.1286715238613298;0.0;0.02803050908322683;20219.959249442953;1.0072614236604729
a2c346046d9534cb2a120746de70bc90;market activity;ecoinvent_3.9.1_cutoff;RoW;market for coating from waste cathode ray tube display;coating from waste cathode ray tube display;kilogram;a2c346046d9534cb2a120746de70bc90;8.388769007115427e-07;4.032600779677495e-06;-2.374488854077024e-07;-2.048106534702083e-10;7.896937645972256e-05;-3.2892532262846428e-12;-2.000367618282465;-3.654725580067703e-13;-0.038526733382702814;-7.816921136514215e-05;-3.1107951641612215;-5.811077193530251e-06;-0.010820802012999542;-7.816941617579564e-05;-3.110716194784755;-7.566566241332533e-12;-5.255765050158513e-05;-6.272403349101292e-08;-0.0013928962683314998;-9.261165884809466e-09;-0.015483723584848907;-8.192051119153524e-06;-0.011101723886890087;-3.779116109886338e-06;-1.6396480768197983e-15;-2.166774192153159e-10;-2.8964980698924e-08;-1.1026637947336663e-09;-2.7198690502789735e-15;-9.890969418105595e-09;-2.720819933377172e-10;-5.713371562545843e-10;-0.0010873374843291535;-1.3187245522101142e-07;-8.602768962421825e-12;-0.0084282170373118;-1.055202867221663e-05;-9.119156086050558e-11;-4.882022123671307e-09;-3.64877733709768e-14;-0.003522274555326109;0.0;-1.821754764689808e-07;-5.685932135029358e-10;-9.96513894548462e-10;-2.9906986247533765e-09;0.0;-3.1422574996183696e-08;-0.02875923855844385;-1.5299869447385365e-06
4329d9a0c9ec3d5e3b73ade12f2ebce0;market activity;ecoinvent_3.9.1_cutoff;RoW;market for residues, MSWI-WWT, WW from medium density board production;residues, MSWI-WWT, WW from medium density board production;kilogram;4329d9a0c9ec3d5e3b73ade12f2ebce0;5.206346323407584e-06;1.3366546756375357e-05;-4.2982914435760725e-07;-1.334023257563033e-09;0.00016150358474812995;-2.1273604762975003e-11;-4.450999103469467e-06;-2.3637337157928705e-12;-2.0589442799555795;-0.00011802693271942525;-3.13116318680136;-2.792567059997307e-05;-0.002353975888152552;-0.00011802826674268281;-3.1310016832166108;-2.937123897516613e-11;-0.001826578083657398;-4.1147105709553117e-07;-0.40012737018187067;-1.8684230966754815e-08;-0.017236827766000433;-7.401856401531986e-05;-0.11041252036125128;-9.172717745186804e-06;-5.768886286281236e-15;-4.315355952257428e-10;-9.869661725003011e-08;-2.4012595485707526e-09;-1.0179491561410414e-14;-5.2684510479631825e-08;-4.998993768528064e-10;-1.6409087744899796e-09;-0.004303987831125113;-2.3398155286450028e-07;-1.7281953537952233e-11;-0.028377404950725382;-3.0149506467585887e-05;-2.0723636247165188e-10;-1.0904172034799285e-08;-1.186490252958688e-13;-0.0052806661247638475;0.0;-9.133675485077464e-07;-1.1744692083332815e-09;-1.6436655248926876e-08;-5.992405885904601e-09;0.0;-3.4477287838428344e-07;-0.2589487146599779;-7.014445678706677e-06
73fa4f2bb18548be0e00c1de8cd6a10f;market activity;ecoinvent_3.9.1_cutoff;GLO;market for brazing solder, cadmium free;brazing solder, cadmium free;kilogram;73fa4f2bb18548be0e00c1de8cd6a10f;-0.0006402313487126982;-0.0033439516692016407;0.00017784420441055521;2.6172635282323085e-07;-0.0033532587529382023;4.105317700136246e-09;0.09893626325590402;4.561463828049541e-10;1.6159655453186632;0.02543078688331675;6.261616565648257;0.004643480304860631;0.32348688357060795;0.025431048609669563;6.258263306895321;1.3225476637054743e-06;0.05988252171947635;5.7721190746407464e-05;0.028690544748068;4.09163731581129e-07;1.047685417503677;0.997947984406624;8.943484305550156;0.004459002387697688;1.94089889391609e-13;3.6545693106552324e-08;1.7986247382546245e-05;2.572760427671295e-07;3.052421528438679e-13;5.277223259218732e-05;2.4155567967494888e-08;2.123401415834429e-06;0.46260766999596187;2.2480586310015144e-05;1.495791791793472e-09;0.27751713790085186;0.013812672821882343;4.931631841831565e-09;1.8883306228923914e-07;3.010455499744547e-11;0.5503206545136182;0.0;0.00017705590540066069;4.6449327022941697e-07;0.00014363595659076594;5.008592678657936e-07;0.0;2.6893039210188097e-05;19.490101382242447;0.40521925789294283
